Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
37,1.0453,1,36,27,0.4134,0.86,-0.63,0.77,-0.74,0.0022,0.49,1,72.2,75.4,0.35,0.4,1.0147,149064,13195093,10,0
324,-0.1423,1,36,19,0.3726,1.04,0.23,0.97,-0.06,0.0021,0.36,1,69.4,69.5,0.44,0.45,-0.1423,145699,15675343,82,0
287,-5.7726,-1,36,0,1.8513,1,0,1,0,0,0,1,100,100,0,0,-5.7726,147222,15506592,82,0
356,-0.1423,1,36,19,0.3726,1.13,0.96,1.12,0.51,0.0021,0.36,1,61.1,69.5,0.44,0.47,-0.1423,145866,16317262,82,0
75,2.1347,1,36,32,0.549,0.85,-0.24,0.55,-0.72,0.002,0.42,1,91.7,88.9,0.21,0.26,2.3308,144505,13842528,82,80
75,-1.4897,1,36,10,0.4181,0.98,-0.05,1.02,0.17,0.0017,0.46,1,77.8,77.5,0.45,0.4,-1.4611,150448,13842528,82,80
162,-4.5057,1,36,1,1.0442,0.78,0,0.14,-0.38,0.001,0.46,1,97.2,97.2,0.2,0.14,-4.0446,150404,14635194,82,0
505,-1.0022,1,36,13,0.391,1.18,1.03,1.33,1.53,0.0019,0.2,1,63.9,73,0.46,0.47,-0.9854,143406,18448143,10,82
354,3.6706,1,36,32,0.7405,1,0.09,0.91,0.07,0.0018,0.25,1,94.4,94.4,0.24,0.23,2.0337,146727,16349903,80,0
165,0.1364,1,36,21,0.3747,1.14,0.99,1.07,0.37,0.0022,0.34,1,63.9,69.6,0.42,0.48,0.1309,148212,14608189,50,80
231,-0.0033,1,36,20,0.3731,1.22,1.47,1.08,0.35,0.0022,0.25,1,55.6,69.4,0.43,0.49,-0.006,152106,14844192,82,74
218,1.2221,1,36,28,0.4277,0.93,-0.3,0.91,-0.08,0.0021,0.42,1,77.8,77.7,0.33,0.39,1.1843,152082,14819813,74,0
83,-0.0033,1,36,20,0.3731,1.76,3.73,2.1,3.27,0.0022,-0.04,1,41.7,69.4,0.43,0.57,-0.006,150100,13847430,10,70
431,-1.3197,1,36,11,0.4072,0.73,-1.57,0.63,-1.36,0.0018,0.68,1,83.3,76.1,0.45,0.37,-1.2956,143116,17260310,10,0
157,-0.562,1,36,16,0.377,1.15,0.87,1.21,1.06,0.002,0.31,1,63.9,70.1,0.45,0.47,-0.5541,146180,14517973,82,10
11,0.1364,1,36,21,0.3747,1.11,0.71,1.11,0.55,0.0022,0.36,1,63.9,69.6,0.42,0.47,0.1309,146114,13009125,70,80
533,-0.562,1,36,16,0.377,1.13,0.87,1.33,1.59,0.002,0.3,1,69.4,70.1,0.45,0.47,-0.5541,149426,20032994,82,50
134,0.7209,1,36,25,0.3933,0.91,-0.7,0.75,-0.82,0.0022,0.55,1,66.7,71.9,0.38,0.4,0.7011,145765,14034352,80,0
294,-1.3197,1,36,11,0.4072,0.65,-1.52,0.64,-1.92,0.0018,0.71,1,80.6,76.1,0.45,0.37,-1.2956,143991,15547051,10,0
