Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
231,0.22,1,12,6,0.66,0.63,-1.53,0.55,-1.28,0,0.75,1,83.3,70.4,0.47,0.35,0.22,145453,14854686,60,0
412,0.65,1,12,7,0.67,0.63,-1.53,0.54,-1.39,0,0.75,1,83.3,70.8,0.47,0.35,0.63,149271,17049113,10,0
65,-3.97,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.97,147808,13788175,10,0
255,0.65,1,12,7,0.67,0.91,-0.1,0.84,-0.43,0,0.58,1,66.7,70.8,0.47,0.42,0.63,147660,15390039,82,0
89,-3.97,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.97,145945,13846191,40,0
244,4.56,0,12,12,1.89,1,0,1,0,0,0,1,100,100,0,0,4.56,144183,15157989,50,0
439,3.19,1,12,11,1.11,1.31,0.63,1.28,0.75,0,0.11,1,91.7,91.7,0.31,0.3,2.78,149286,17181372,0,0
57,-2.64,1,12,1,1.09,0.96,0.01,0.74,-0.2,0,0.45,1,91.7,91.7,0.25,0.29,-2.22,149815,13356445,10,70
451,1.63,1,12,9,0.75,1.39,0.97,1.3,0.63,0,0.19,1,75,78.9,0.44,0.43,1.53,152484,17445272,10,0
295,-1.76,1,12,2,0.83,0.6,-0.83,0.35,-0.49,0,0.65,1,83.3,83.3,0.34,0.27,-1.59,146085,15529789,80,0
94,4.56,0,12,12,1.89,1,0,1,0,0,0,1,100,100,0,0,4.56,145419,13890093,90,0
399,0.65,1,12,7,0.67,1.03,0.26,0.94,-0.01,0,0.45,1,66.7,70.8,0.47,0.46,0.63,148660,16694449,10,50
240,4.56,0,12,12,1.89,1,0,1,0,0,0,1,100,100,0,0,4.56,145482,15035743,80,0
108,2.26,1,12,10,0.85,0.53,-0.67,0.38,-0.55,0,0.69,1,91.7,84.8,0.4,0.26,2.09,144123,13917250,80,0
522,-0.21,1,12,5,0.66,0.76,-0.85,0.62,-0.69,0,0.65,1,83.3,71.1,0.46,0.37,-0.19,144336,19299664,10,50
189,-0.21,1,12,5,0.66,0.71,-1.12,0.62,-0.96,0,0.69,1,83.3,71.1,0.46,0.37,-0.19,151149,14717654,82,0
498,1.11,1,12,8,0.69,0.58,-1.37,0.45,-1.11,0,0.79,1,91.7,74.7,0.46,0.31,1.06,149363,17981719,10,0
213,2.26,1,12,10,0.85,0.84,-0.17,0.66,-0.1,0,0.53,1,91.7,84.8,0.4,0.31,2.09,144655,14804492,82,0
36,4.56,0,12,12,1.89,1,0,1,0,0,0,1,100,100,0,0,4.56,143926,13166131,10,50
397,4.56,0,12,12,1.89,1,0,1,0,0,0,1,100,100,0,0,4.56,152553,16804503,50,80
91,-3.97,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.97,150477,13890093,80,80
244,0.22,1,12,6,0.66,0.59,-1.63,0.5,-1.28,0,0.78,1,83.3,70.4,0.47,0.33,0.22,151933,15157989,60,0
408,3.19,1,12,11,1.11,1.1,0.39,0.55,0.09,0,0.32,1,91.7,91.7,0.31,0.27,2.78,144830,16912187,82,60
349,1.63,1,12,9,0.75,0.53,-1.33,0.38,-0.99,0,0.79,1,83.3,78.9,0.44,0.28,1.53,147956,16248961,10,50
199,1.63,1,12,9,0.75,1.05,0.23,0.88,0,0,0.45,1,66.7,78.9,0.44,0.44,1.53,143304,14747367,10,80
514,4.56,0,12,12,1.89,1.1,0.45,1,0.17,0,0,1,100,100,0,0,4.56,149432,19388276,0,0
271,-1.16,1,12,3,0.73,1.27,0.73,0.96,0.34,0,0.3,1,83.3,77.3,0.39,0.4,-1.07,151577,15456471,82,80
442,0.22,1,12,6,0.66,0.63,-1.62,0.55,-1.19,0,0.75,1,83.3,70.4,0.47,0.35,0.22,148784,17174716,10,0
483,0.65,1,12,7,0.67,0.79,-0.7,0.66,-0.71,0,0.62,1,83.3,70.8,0.47,0.39,0.63,149355,17738385,10,10
106,4.56,0,12,12,1.89,1,0,1,0,0,0,1,100,100,0,0,4.56,145981,13921967,10,0
261,-0.21,1,12,5,0.66,0.52,-2.11,0.45,-1.45,0,0.81,1,100,71.1,0.46,0.31,-0.19,143231,15437922,10,0
511,0.65,1,12,7,0.67,0.69,-1.13,0.57,-1.07,0,0.71,1,83.3,70.8,0.47,0.36,0.63,150671,18438032,10,0
34,1.11,1,12,8,0.69,0.9,-0.28,0.94,-0.23,0,0.54,1,91.7,74.7,0.46,0.42,1.06,149898,13195093,80,50
414,0.22,1,12,6,0.66,0.63,-1.53,0.55,-1.28,0,0.75,1,83.3,70.4,0.47,0.35,0.22,149357,17069726,82,0
61,-2.64,1,12,1,1.09,1.32,0.63,2.24,1.47,0,-0.09,1,91.7,91.7,0.25,0.3,-2.22,149881,13282018,40,20
280,-2.64,1,12,1,1.09,0.6,-0.07,0.2,-0.11,0,0.48,1,91.7,91.7,0.25,0.23,-2.22,147187,15471330,82,10
30,0.22,1,12,6,0.66,0.94,-0.05,0.84,-0.24,0,0.51,1,66.7,70.4,0.47,0.42,0.22,143808,13132148,80,80
308,1.63,1,12,9,0.75,1.31,0.76,1.1,0.44,0,0.21,1,75,78.9,0.44,0.45,1.53,152501,15578127,10,0
150,-3.97,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.97,145926,14539853,70,40
517,2.26,1,12,10,0.85,1.31,0.63,1.28,0.61,0,0.09,1,83.3,84.8,0.4,0.31,2.09,150609,19382014,10,0
76,0.65,1,12,7,0.67,0.77,-0.85,0.63,-0.81,0,0.65,1,83.3,70.8,0.47,0.37,0.63,150044,13839527,10,0
93,0.65,1,12,7,0.67,0.69,-1.18,0.66,-1.01,0,0.69,1,83.3,70.8,0.47,0.39,0.63,151629,13900862,80,50
116,1.63,1,12,9,0.75,0.82,-0.28,0.64,-0.21,0,0.52,1,83.3,78.9,0.44,0.36,1.53,143524,13938886,80,80
348,4.56,0,12,12,1.89,1,0,1,0,0,0,1,100,100,0,0,4.56,145594,16281934,82,0
202,-1.76,1,12,2,0.83,1.46,1.01,1.95,2.16,0,-0.09,1,83.3,83.3,0.34,0.43,-1.59,142965,14774747,82,10
415,4.56,0,12,12,1.89,1,0,1,0,0,0,1,100,100,0,0,4.56,144536,17071453,70,0
145,-0.66,1,12,4,0.68,0.55,-1.73,0.45,-1.08,0,0.77,1,83.3,72.8,0.43,0.31,-0.61,144222,14057999,90,0
228,0.22,1,12,6,0.66,0.98,-0.13,0.91,-0.23,0,0.5,1,66.7,70.4,0.47,0.45,0.22,143990,14819945,82,0
398,1.63,1,12,9,0.75,0.53,-1.33,0.38,-0.99,0,0.79,1,83.3,78.9,0.44,0.28,1.53,145448,16694449,10,60
477,-1.76,1,12,2,0.83,0.6,-0.83,0.35,-0.49,0,0.65,1,83.3,83.3,0.34,0.27,-1.59,148778,17738385,10,0
435,3.19,1,12,11,1.11,0.58,-0.37,0.2,-0.4,0,0.62,1,91.7,91.7,0.31,0.2,2.78,143519,17211018,80,80
285,0.22,1,12,6,0.66,0.76,-0.85,0.56,-0.69,0,0.65,1,83.3,70.4,0.47,0.36,0.22,152087,15509400,82,0
349,4.56,0,12,12,1.89,1,0,1,0,0,0,1,100,100,0,0,4.56,152515,16256182,82,0
18,1.11,1,12,8,0.69,0.81,-0.54,0.63,-0.66,0,0.63,1,75,74.7,0.46,0.37,1.06,143216,13061763,80,50
468,2.26,1,12,10,0.85,0.77,-0.52,0.57,-0.52,0,0.63,1,91.7,84.8,0.4,0.27,2.09,151998,17620562,10,50
388,0.22,1,12,6,0.66,0.52,-2.11,0.46,-1.63,0,0.82,1,100,70.4,0.47,0.32,0.22,144485,16467833,10,50
307,0.22,1,12,6,0.66,1.07,0.4,1.02,0.06,0,0.38,1,83.3,70.4,0.47,0.4,0.22,152378,15580768,10,0
232,1.63,1,12,9,0.75,0.97,0.05,0.74,-0.2,0,0.5,1,75,78.9,0.44,0.39,1.53,149282,14856166,80,0
223,4.56,0,12,12,1.89,1,0,1,0,0,0,1,100,100,0,0,4.56,145482,14823675,82,0
205,1.63,1,12,9,0.75,0.84,-0.37,0.61,-0.36,0,0.57,1,83.3,78.9,0.44,0.34,1.53,143440,14792486,10,50
347,0.65,1,12,7,0.67,0.52,-2.11,0.46,-1.63,0,0.82,1,100,70.8,0.47,0.32,0.63,150685,16281934,80,0
161,-1.76,1,12,2,0.83,1.46,1.11,1.65,0.87,0,-0.05,1,83.3,83.3,0.34,0.43,-1.59,145077,14631563,82,80
182,0.65,1,12,7,0.67,0.59,-1.63,0.5,-1.38,0,0.78,1,83.3,70.8,0.47,0.33,0.63,150383,14680610,10,0
325,-0.66,1,12,4,0.68,0.55,-1.73,0.45,-1.08,0,0.77,1,83.3,72.8,0.43,0.31,-0.61,150685,15717585,90,0
171,-3.97,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.97,151484,14646226,82,0
289,3.19,1,12,11,1.11,1.13,0.42,0.6,0.14,0,0.3,1,91.7,91.7,0.31,0.28,2.78,152081,15506592,10,70
64,-1.16,1,12,3,0.73,0.67,-1.15,0.61,-0.75,0,0.69,1,91.7,77.3,0.39,0.34,-1.07,146534,13797735,0,50
187,-0.21,1,12,5,0.66,0.52,-2.11,0.45,-1.45,0,0.81,1,100,71.1,0.46,0.3,-0.19,147764,14699273,10,0
517,0.22,1,12,6,0.66,0.77,-0.79,0.69,-0.69,0,0.65,1,83.3,70.4,0.47,0.39,0.22,143300,19382014,10,0
413,3.19,1,12,11,1.11,1.1,0.45,0.55,0.19,0,0.32,1,91.7,91.7,0.31,0.27,2.78,148836,17043395,82,10
187,-1.76,1,12,2,0.83,1.38,0.97,1.37,0.72,0,0.04,1,83.3,83.3,0.34,0.42,-1.59,142947,14694298,10,70
333,-1.76,1,12,2,0.83,1.15,0.45,0.95,0.43,0,0.31,1,83.3,83.3,0.34,0.4,-1.59,151650,15936430,10,0
135,-3.97,-1,12,0,1.87,1,0,1,0.04,0,0,1,100,100,0,0,-3.97,151043,14032848,82,10
338,0.65,1,12,7,0.67,0.63,-1.53,0.55,-1.39,0,0.75,1,83.3,70.8,0.47,0.35,0.63,152507,16202929,10,0
377,-0.66,1,12,4,0.68,0.6,-1.53,0.5,-1.08,0,0.73,1,83.3,72.8,0.43,0.33,-0.61,147953,16409817,10,0
526,0.65,1,12,7,0.67,0.71,-0.95,0.58,-0.81,0,0.66,1,83.3,70.8,0.47,0.36,0.63,149943,19549636,82,80
103,-3.97,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.97,143146,13927566,82,0
138,-1.16,1,12,3,0.73,1.01,0.18,0.74,-0.2,0,0.47,1,83.3,77.3,0.39,0.38,-1.07,151043,14028840,10,0
351,1.63,1,12,9,0.75,0.88,-0.24,0.92,0.08,0,0.51,1,83.3,78.9,0.44,0.35,1.53,143988,16256182,82,0
362,1.11,1,12,8,0.69,1.18,0.76,1.16,0.45,0,0.31,1,66.7,74.7,0.46,0.47,1.06,145693,16317262,10,0
55,-2.64,1,12,1,1.09,1.25,0.61,1.39,0.72,0,0.04,1,91.7,91.7,0.25,0.3,-2.22,150097,13356445,70,80
520,1.11,1,12,8,0.69,0.69,-0.93,0.59,-0.8,0,0.66,1,91.7,74.7,0.46,0.34,1.06,150161,19549636,10,50
165,-1.76,1,12,2,0.83,1.38,0.88,1.19,0.46,0,0.09,1,83.3,83.3,0.34,0.42,-1.59,148269,14631563,82,0
520,2.26,1,12,10,0.85,0.63,-0.75,0.37,-0.57,0,0.69,1,91.7,84.8,0.4,0.26,2.09,146493,19549636,10,60
430,1.11,1,12,8,0.69,0.81,-0.54,0.63,-0.66,0,0.63,1,75,74.7,0.46,0.37,1.06,152348,17138531,82,0
502,4.56,0,12,12,1.89,1.37,0.72,1.92,0.99,0,-0.04,1,100,100,0,0,4.56,146016,18276857,74,10
276,4.56,0,12,12,1.89,1,0,1,0,0,0,1,100,100,0,0,4.56,152044,15478459,0,0
394,1.63,1,12,9,0.75,0.77,-0.52,0.57,-0.52,0,0.63,1,83.3,78.9,0.44,0.34,1.53,148628,16694449,80,0
378,0.22,1,12,6,0.66,0.52,-2.11,0.46,-1.43,0,0.82,1,100,70.4,0.47,0.32,0.22,143986,16435990,82,0
211,2.26,1,12,10,0.85,1.41,0.77,1.46,0.72,0,0.11,1,75,84.8,0.4,0.39,2.09,152380,14772000,82,0
370,1.63,1,12,9,0.75,0.77,-0.31,0.57,-0.21,0,0.56,1,83.3,78.9,0.44,0.32,1.53,143440,16424174,82,0
362,1.11,1,12,8,0.69,0.81,-0.54,0.63,-0.66,0,0.63,1,75,74.7,0.46,0.37,1.06,148766,16349903,50,82
238,1.63,1,12,9,0.75,0.97,-0.01,0.88,0,0,0.4,1,75,78.9,0.44,0.44,1.53,152074,14940663,82,0
