Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
416,1.31,1,12,8,0.69,0.61,-1.3,0.49,-1.03,0,0.77,1,83.3,74.7,0.47,0.32,1.27,145447,15745163,10,0
457,2.44,1,12,10,0.84,0.69,-0.58,0.42,-0.5,0,0.63,1,83.3,83.3,0.36,0.3,2.27,143609,16313690,10,80
70,0.85,1,12,7,0.67,0.77,-0.74,0.71,-0.73,0,0.66,1,83.3,72.7,0.49,0.37,0.82,152141,12102822,0,0
212,-0.49,1,12,4,0.69,0.55,-1.81,0.48,-1.67,0,0.82,1,91.7,72.1,0.45,0.32,-0.45,149259,13404490,10,0
463,0.85,1,12,7,0.67,0.55,-1.81,0.48,-1.67,0,0.82,1,91.7,72.7,0.49,0.31,0.82,144603,16298012,82,0
184,-2.46,1,12,1,1.08,1.26,0.56,2.41,1.19,0,0.11,1,91.7,91.7,0.24,0.29,-2.03,149238,13088424,82,0
359,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,151907,15021580,82,0
167,3.32,1,12,11,1.09,1.21,0.51,1.06,0.51,0,-0.07,1,91.7,91.7,0.27,0.3,2.91,143212,13046942,82,50
72,-0.99,1,12,3,0.73,1.21,0.76,1.51,1.08,0,0.16,1,58.3,76.5,0.4,0.47,-0.9,145180,12122556,82,40
273,2.44,1,12,10,0.84,0.89,-0.07,0.41,-0.18,0,0.45,1,83.3,83.3,0.36,0.29,2.27,149262,14000229,10,0
114,-0.49,1,12,4,0.69,0.63,-1.3,0.51,-1.33,0,0.76,1,83.3,72.1,0.45,0.33,-0.45,145570,12337129,74,0
398,0.85,1,12,7,0.67,0.95,-0.06,0.76,-0.1,0,0.53,1,83.3,72.7,0.49,0.39,0.82,152488,15536858,10,0
265,0.4,1,12,6,0.66,2.08,1.98,3.97,2.59,0,-0.24,1,41.7,72.7,0.49,0.55,0.4,149171,13963899,10,0
222,-0.49,1,12,4,0.69,0.85,-0.44,0.8,-0.25,0,0.59,1,83.3,72.1,0.45,0.4,-0.45,149756,13759922,82,0
90,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,143001,12203823,82,10
152,3.32,1,12,11,1.09,0.83,0.03,0.36,-0.14,0,0.44,1,91.7,91.7,0.27,0.24,2.91,143141,13012703,10,0
414,1.82,1,12,9,0.74,0.76,-0.49,0.57,-0.53,0,0.62,1,83.3,76.9,0.43,0.35,1.74,152392,15730271,0,60
356,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,145040,15226255,90,0
246,1.31,1,12,8,0.69,0.59,-1.51,0.47,-1.03,0,0.79,1,83.3,74.7,0.47,0.33,1.27,150586,13934791,82,10
172,-2.46,1,12,1,1.08,1.26,0.63,2.41,1.19,0,-0.12,1,91.7,91.7,0.24,0.3,-2.03,149736,13078860,82,80
524,-3.77,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.77,143193,19549326,10,0
460,1.82,1,12,9,0.74,1.03,0.24,0.76,-0.15,0,0.47,1,66.7,76.9,0.43,0.4,1.74,152432,16313690,10,0
130,1.31,1,12,8,0.69,1.04,0.22,1.01,-0.01,0,0.48,1,66.7,74.7,0.47,0.45,1.27,143447,12488887,10,80
385,3.32,1,12,11,1.09,1.3,0.61,3.06,1.43,0,-0.18,1,91.7,91.7,0.27,0.3,2.91,152041,15438031,82,10
147,1.31,1,12,8,0.69,0.85,-0.44,0.88,-0.09,0,0.56,1,83.3,74.7,0.47,0.37,1.27,146713,12983098,50,80
288,1.31,1,12,8,0.69,0.86,-0.3,0.76,-0.38,0,0.49,1,83.3,74.7,0.47,0.37,1.27,150420,14192705,82,0
15,1.31,1,12,8,0.69,0.87,-0.33,0.74,-0.38,0,0.59,1,83.3,74.7,0.47,0.37,1.27,151763,11337869,10,0
355,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,151907,14831562,60,90
234,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,150490,13894137,60,0
281,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,147787,14018365,82,0
6,0.85,1,12,7,0.67,1.47,1.24,1.63,2,0,-0.07,1,33.3,72.7,0.49,0.51,0.82,151427,11236833,80,10
284,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,151180,14032228,10,0
338,1.82,1,12,9,0.74,0.79,-0.63,0.52,-0.66,0,0.65,1,75,76.9,0.43,0.37,1.74,145573,14789256,90,50
135,2.44,1,12,10,0.84,0.7,-0.6,0.39,-0.5,0,0.62,1,83.3,83.3,0.36,0.29,2.27,148514,12897930,82,50
264,2.44,1,12,10,0.84,0.95,-0.07,0.58,-0.17,0,0.45,1,83.3,83.3,0.36,0.34,2.27,145143,13968963,10,50
158,2.44,1,12,10,0.84,1.06,0.31,0.77,0.09,0,0.35,1,83.3,83.3,0.36,0.36,2.27,143573,13015699,80,0
90,0.85,1,12,7,0.67,0.86,-0.34,0.87,-0.25,0,0.59,1,83.3,72.7,0.49,0.4,0.82,152277,12204757,10,0
47,-3.77,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.77,145952,11521635,70,82
48,2.44,1,12,10,0.84,0.52,-1.86,0.39,-1.52,0,0.85,1,91.7,83.3,0.36,0.29,2.27,151778,11521538,0,20
183,-0.99,1,12,3,0.73,1.21,0.7,2.03,1.63,0,0.21,1,75,76.5,0.4,0.44,-0.9,147612,13105205,82,0
47,2.44,1,12,10,0.84,0.96,0.07,0.59,-0.18,0,0.45,1,83.3,83.3,0.36,0.34,2.27,145952,11521635,10,0
26,1.31,1,12,8,0.69,0.73,-0.8,0.58,-0.83,0,0.69,1,75,74.7,0.47,0.36,1.27,151763,11464283,82,80
252,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,145472,13927043,82,0
81,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,152245,12146927,10,80
76,-0.49,1,12,4,0.69,1.86,2.47,1.71,2.54,0,-0.08,1,58.3,72.1,0.45,0.62,-0.45,147395,12164402,82,80
379,0.85,1,12,7,0.67,0.95,-0.17,0.76,-0.63,0,0.53,1,66.7,72.7,0.49,0.4,0.82,148667,15448908,0,0
172,-3.77,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.77,149238,13106570,82,0
99,-0.49,1,12,4,0.69,0.63,-1.29,0.5,-1.1,0,0.76,1,83.3,72.1,0.45,0.33,-0.45,142979,12313823,82,50
365,0.85,1,12,7,0.67,0.7,-0.96,0.64,-0.88,0,0.71,1,83.3,72.7,0.49,0.36,0.82,151963,15252353,82,0
473,-3.77,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.77,143193,16328035,82,50
324,0.85,1,12,7,0.67,0.7,-0.92,0.64,-0.88,0,0.71,1,83.3,72.7,0.49,0.36,0.82,145573,14725568,82,0
497,0.4,1,12,6,0.66,0.68,-1.13,0.56,-1.42,0,0.74,1,83.3,72.7,0.49,0.36,0.4,149950,18337716,10,0
81,0.85,1,12,7,0.67,0.98,0.05,1,0,0,0.49,1,83.3,72.7,0.49,0.42,0.82,152220,12155772,10,0
142,-1.59,1,12,2,0.83,0.89,0.06,0.41,-0.1,0,0.42,1,83.3,83.3,0.34,0.29,-1.41,148493,12887951,0,0
43,-2.46,1,12,1,1.08,1.42,0.96,2,1.07,0,0.12,1,91.7,91.7,0.24,0.29,-2.03,151778,11488263,10,20
54,-2.46,1,12,1,1.08,1.59,0.96,7.95,2.59,0,-0.24,1,91.7,91.7,0.24,0.31,-2.03,146487,11739339,10,43
28,-2.46,1,12,1,1.08,0.65,-0.73,0.36,-0.52,0,0.62,1,91.7,91.7,0.24,0.24,-2.03,146275,11432160,10,80
332,0.85,1,12,7,0.67,0.7,-0.96,0.65,-0.88,0,0.71,1,83.3,72.7,0.49,0.36,0.82,151544,14750279,82,0
44,-3.77,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.77,145233,11505265,70,0
125,1.31,1,12,8,0.69,0.82,-0.37,0.7,-0.34,0,0.56,1,83.3,74.7,0.47,0.38,1.27,148431,12647977,50,0
235,-0.99,1,12,3,0.73,0.87,-0.34,0.79,-0.03,0,0.59,1,83.3,76.5,0.4,0.36,-0.9,143916,13875930,82,0
41,-3.77,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.77,148121,11495065,80,0
50,2.44,1,12,10,0.84,0.96,0.07,0.58,-0.18,0,0.48,1,83.3,83.3,0.36,0.34,2.27,144352,11521635,10,0
351,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,143525,14831562,10,50
435,-0.99,1,12,3,0.73,1.09,0.39,1.06,0.29,0,0.34,1,75,76.5,0.4,0.43,-0.9,152432,15888762,10,0
