Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
142,5.01,0,13,13,1.87,1,0,1,0,0,0,1,100,100,0,0,5.01,144372,9993495,10,60
412,3.68,1,13,12,1.09,0.88,0.11,0.36,-0.14,0,0.41,1,92.3,92.3,0.28,0.24,3.26,147379,15727459,80,0
444,5.01,0,13,13,1.87,1,0,1,0,0,0,1,100,100,0,0,5.01,149997,18072763,82,0
1,2.17,1,13,10,0.74,1.14,0.44,0.67,0.01,0,0.35,1,76.9,79.7,0.44,0.37,2.08,146506,6709516,0,80
348,3.68,1,13,12,1.09,0.88,0.11,0.36,-0.14,0,0.41,1,92.3,92.3,0.28,0.24,3.26,151244,10986642,90,0
402,3.68,1,13,12,1.09,0.93,0.01,0.52,-0.41,0,0.5,1,92.3,92.3,0.28,0.27,3.26,145342,13915916,80,0
132,5.01,0,13,13,1.87,1,0,1,0,0,0,1,100,100,0,0,5.01,148906,9670467,82,0
242,2.78,1,13,11,0.84,0.88,0.11,0.54,-0.06,0,0.47,1,84.6,84.6,0.38,0.31,2.61,150206,10226176,82,50
300,5.01,0,13,13,1.87,1,0,1,0,0,0,1,100,100,0,0,5.01,145909,10547177,82,20
444,5.01,0,13,13,1.87,1,0,2.63,1.43,0,0,1,100,100,0,0,5.01,149475,18072763,40,0
43,-1.56,1,13,2,0.83,1.56,1.11,6.52,3.23,0,-0.56,1,84.6,84.6,0.34,0.42,-1.38,146545,7638116,40,80
171,5.01,0,13,13,1.87,1,0,1,0,0,0,1,100,100,0,0,5.01,143723,10142622,82,50
9,0.79,1,13,7,0.65,2.15,3.07,3.99,3.89,0,-0.5,1,38.5,73,0.51,0.58,0.78,148841,7596405,70,80
325,3.68,1,13,12,1.09,0.72,-0.14,0.26,-0.3,0,0.5,1,92.3,92.3,0.28,0.22,3.26,146975,10725652,82,0
449,1.22,1,13,8,0.66,0.82,-0.5,0.67,-0.45,0,0.65,1,84.6,73.9,0.5,0.37,1.19,144865,20365829,10,0
162,2.78,1,13,11,0.84,1.12,0.39,0.84,-0.03,0,0.41,1,84.6,84.6,0.38,0.32,2.61,144044,10139362,80,90
227,-3.75,-1,13,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.75,149655,10220909,0,0
126,2.78,1,13,11,0.84,0.72,-0.14,0.26,-0.3,0,0.52,1,84.6,84.6,0.38,0.22,2.61,144428,9673644,10,0
257,3.68,1,13,12,1.09,1.29,0.84,1.66,0.86,0,0,1,92.3,92.3,0.28,0.29,3.26,150336,10269541,80,70
