Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
155,5.54,0,17,17,1.84,0.97,0,0.64,0.06,0,0.28,1,100,100,0,0,5.54,146543,10501002,82,80
33,3.51,1,17,15,0.77,0.86,-0.05,0.64,-0.35,0,0.42,1,88.2,88.2,0.17,0.27,3.3,143315,10151893,10,50
77,1.23,1,17,8,0.51,1.06,0.78,1.11,0.43,0,0.26,1,52.9,61.6,0.3,0.5,1.23,149718,10217703,82,0
459,0.96,1,17,7,0.52,0.96,-0.21,0.91,-0.3,0,0.39,1,70.6,64.5,0.3,0.46,0.99,145705,18782493,10,0
65,2.02,1,17,11,0.53,1.02,0.18,1,0.19,0,0.19,1,76.5,66.6,0.27,0.46,1.98,149615,10210660,70,80
323,1.75,1,17,10,0.51,0.98,-0.01,0.99,0,0,0.29,1,64.7,63.3,0.28,0.48,1.73,149723,12974471,80,0
3,2.31,1,17,12,0.55,1.31,1.33,1.29,0.7,0,-0.12,1,64.7,71.1,0.25,0.49,2.25,151362,9217886,70,0
473,2.31,1,17,12,0.55,1.18,0.69,1.07,0.34,0,0.11,1,70.6,71.1,0.25,0.49,2.25,149958,19775520,10,0
280,0.96,1,17,7,0.52,1.22,1.14,1.31,1.64,0,-0.04,1,58.8,64.5,0.3,0.51,0.99,152223,12214531,10,0
12,0.96,1,17,7,0.52,1.17,1.11,1.42,1.8,0,0.02,1,41.2,64.5,0.3,0.51,0.99,145946,10127224,10,0
290,5.54,0,17,17,1.84,1.08,0.36,1.46,0.81,0,-0.04,1,100,100,0,0,5.54,147247,12297119,80,50
273,4.29,1,17,16,1.04,0.86,0.13,0.42,-0.27,0,0.4,1,94.1,94.1,0.13,0.22,3.83,152151,12127264,0,0
144,0.39,1,17,5,0.56,0.94,-0.25,0.87,-0.53,0,0.39,1,70.6,73.2,0.3,0.44,0.45,149047,10460225,82,0
25,0.06,1,17,4,0.6,1,0.08,0.96,-0.11,0,0.28,1,82.4,77.9,0.29,0.37,0.14,147531,10142045,10,0
355,2.02,1,17,11,0.53,0.97,-0.21,0.9,-0.1,0,0.32,1,64.7,66.6,0.27,0.46,1.98,150118,13220063,10,0
136,1.23,1,17,8,0.51,1.26,1.55,1.11,0.57,0,0.05,1,41.2,61.6,0.3,0.53,1.23,144411,10427309,10,0
445,2.02,1,17,11,0.53,1.16,0.68,1.17,0.64,0,0.08,1,58.8,66.6,0.27,0.49,1.98,150010,17125634,82,10
89,-2.93,-1,17,0,1.85,1,0,1,0,0,0,1,100,100,0,0,-2.93,148258,10242015,82,0
