Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
245,2.474,1,36,28,0.4314,0.99,0.04,1.08,0.44,0.0022,0.36,1,77.8,79.3,0.35,0.38,2.4337,152050,13894137,90,80
23,1.6697,1,36,23,0.3798,0.78,-1.69,0.71,-1.83,0.0019,0.67,1,80.6,69.8,0.4,0.39,1.6555,148117,11441275,10,0
411,3.1266,1,36,31,0.5106,0.98,0.09,0.94,0.12,0.0024,0.36,1,80.6,86.6,0.3,0.34,3.0492,143172,15757404,82,50
195,1.6697,1,36,23,0.3798,1.13,0.76,1.58,2.56,0.0019,0.27,1,66.7,69.8,0.4,0.47,1.6555,145618,13165224,10,50
369,1.968,1,36,25,0.3937,0.76,-1.67,0.6,-1.45,0.002,0.67,1,88.9,72.6,0.39,0.38,1.9457,151597,15290492,10,0
414,2.8834,1,36,30,0.4766,0.82,-0.65,0.58,-0.93,0.0023,0.53,1,86.1,84.1,0.32,0.3,2.8223,151077,15676897,90,50
298,2.2946,1,36,27,0.4159,0.81,-0.89,0.67,-0.96,0.0022,0.53,1,75,77,0.37,0.4,2.2615,145712,14609037,0,80
360,2.6685,1,36,29,0.4511,1,0.16,0.82,-0.4,0.0023,0.36,1,77.8,81.6,0.34,0.38,2.6192,145039,15160289,82,0
25,2.6685,1,36,29,0.4511,0.96,-0.12,0.65,-0.57,0.0023,0.43,1,77.8,81.6,0.34,0.37,2.6192,145151,11390743,10,0
21,0.9796,1,36,18,0.3679,0.87,-0.96,0.82,-0.94,0.0017,0.53,1,75,67.7,0.42,0.42,0.9804,148117,11337869,10,0
51,0.2846,1,36,13,0.3824,1.08,0.5,1.17,0.77,0.0015,0.31,1,66.7,71.7,0.41,0.46,0.2998,146489,11557699,10,0
357,2.6685,1,36,29,0.4511,1,0.07,1,0.05,0.0023,0.28,1,77.8,81.6,0.34,0.4,2.6192,144122,15203883,82,10
423,1.115,1,36,19,0.3679,1.03,0.26,1.13,0.63,0.0018,0.36,1,63.9,67.5,0.42,0.46,1.1131,143823,15793230,10,50
97,1.2508,1,36,20,0.3693,0.97,-0.16,0.93,-0.31,0.0018,0.45,1,66.7,68,0.42,0.44,1.2461,143529,12313823,10,0
303,0.8441,1,36,17,0.36870000000000003,1.17,1.08,1.14,0.75,0.0017,0.27,1,58.3,68.2,0.42,0.49,0.8476,143900,14647427,82,0
137,1.2508,1,36,20,0.3693,0.83,-1.27,1.01,0.17,0.0018,0.52,1,72.2,68,0.42,0.44,1.2461,148587,12889415,82,0
73,-4.3026,-1,36,0,1.8445,1,0,1,0,0,0,1,100,100,0,0,-4.3026,142982,12128015,60,40
271,0.2846,1,36,13,0.3824,1.36,1.65,1.84,4.39,0.0015,0.06,1,61.1,71.7,0.41,0.49,0.2998,145618,13973029,10,0
512,0.7076,1,36,16,0.3705,1.06,0.41,1.16,0.52,0.0016,0.25,1,72.2,69,0.42,0.46,0.7138,149990,19688938,80,0
274,0.8441,1,36,17,0.36870000000000003,1.17,1.19,1.1,0.69,0.0017,0.29,1,52.8,68.2,0.42,0.48,0.8476,148140,13963899,10,0
206,3.1266,1,36,31,0.5106,0.97,0.05,0.94,0.02,0.0024,0.23,1,86.1,86.6,0.3,0.33,3.0492,143184,13192043,10,0
226,2.6685,1,36,29,0.4511,1.06,0.27,0.72,-0.32,0.0023,0.3,1,75,81.6,0.34,0.38,2.6192,143790,13725912,10,0
194,2.8834,1,36,30,0.4766,1.07,0.38,0.86,-0.16,0.0023,0.27,1,83.3,84.1,0.32,0.37,2.8223,150492,13161628,0,0
24,1.6697,1,36,23,0.3798,0.97,-0.08,1.05,0.3,0.0019,0.43,1,77.8,69.8,0.4,0.41,1.6555,143278,11441275,10,0
366,-3.0533,1,36,1,1.0322,0.8,0.07,0.17,-0.47,0.0011,0.34,1,97.2,97.2,0.16,0.14,-2.5825,145235,15226255,10,80
130,2.474,1,36,28,0.4314,0.99,0.01,0.87,-0.37,0.0022,0.4,1,80.6,79.3,0.35,0.38,2.4337,147068,12488887,82,0
34,-0.1794,1,36,10,0.407,1.34,1.56,1.41,1.38,0.0014,0.09,1,58.3,75.3,0.39,0.46,-0.1521,151850,11451327,10,0
260,3.1266,1,36,31,0.5106,0.87,-0.26,0.56,-0.61,0.0024,0.45,1,88.9,86.6,0.3,0.3,3.0492,150517,13954075,74,0
471,1.5273,1,36,22,0.3751,1.38,2.47,1.26,1,0.0019,0.08,1,44.4,69.1,0.41,0.53,1.5165,146685,16544668,10,0
303,1.115,1,36,19,0.3679,0.82,-1.39,0.73,-1.45,0.0018,0.6,1,77.8,67.5,0.42,0.41,1.1131,150489,14651750,10,0
299,1.8161,1,36,24,0.3859,1.15,0.91,1.02,0.17,0.002,0.28,1,58.3,71,0.39,0.45,1.7982,149840,14566583,82,0
452,2.6685,1,36,29,0.4511,0.86,-0.56,0.58,-0.93,0.0023,0.53,1,80.6,81.6,0.34,0.34,2.6192,143378,16187768,90,0
