Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
336,1.8209,1,36,23,0.3721,1.04,0.36,1.01,0.09,3e-4,0.3,1,61.1,68,0.36,0.46,1.8071,146516,13018701,80,0
444,-2.0393,1,36,2,0.746,0.87,0.15,0.43,-0.51,3e-4,0.36,1,94.4,94.4,0.2,0.22,-1.8148,148344,17061113,82,0
107,-4.0313,-1,36,0,1.8405,1,0,1,0,-7e-4,0,1,100,100,0,0,-4.0313,150315,10288937,80,0
452,1.2876,1,36,19,0.3612,0.91,-0.74,0.85,-0.86,3e-4,0.5,1,75,66,0.38,0.44,1.2861,146830,17842603,10,0
405,2.1071,1,36,25,0.3855,1.18,1.47,1.27,0.75,3e-4,0.14,1,61.1,71.3,0.34,0.48,2.0851,149070,14350971,60,0
345,1.6842,1,36,22,0.3676,1.08,0.62,1.07,0.42,3e-4,0.3,1,58.3,66.9,0.36,0.48,1.6738,144572,13038427,80,0
89,0.6252,1,36,14,0.371,0.92,-0.64,0.92,-0.09,2e-4,0.49,1,77.8,69.4,0.39,0.45,0.6377,147533,10246525,10,80
6,0.6252,1,36,14,0.371,1,0.03,1.01,0.1,2e-4,0.35,1,69.4,69.4,0.39,0.45,0.6377,149048,9456252,10,0
141,2.1071,1,36,25,0.3855,0.88,-0.69,0.86,-0.69,3e-4,0.45,1,77.8,71.3,0.34,0.42,2.0851,149643,10421947,82,0
284,0.8947,1,36,16,0.364,0.95,-0.37,0.9,-0.54,3e-4,0.45,1,69.4,68,0.39,0.45,0.9014,152320,12236152,10,0
386,2.7776,1,36,29,0.4413,0.97,-0.02,0.89,-0.41,3e-4,0.36,1,83.3,81.1,0.29,0.38,2.7283,144902,13641743,10,90
287,1.5503,1,36,21,0.3644,1.04,0.36,1.02,0.15,3e-4,0.35,1,58.3,66.3,0.37,0.47,1.5431,147235,12228451,40,50
365,-0.7124,1,36,6,0.4739,1.04,0.32,0.87,-0.18,1e-4,0.37,1,80.6,83.4,0.32,0.36,-0.6517,148689,13299387,80,0
135,-0.5001,1,36,7,0.4487,0.87,-0.43,0.62,-0.59,1e-4,0.47,1,86.1,80.7,0.33,0.32,-0.451,147533,10427341,82,0
427,-2.0393,1,36,2,0.746,0.96,0.14,0.28,-0.55,3e-4,0.33,1,94.4,94.4,0.2,0.21,-1.8148,152111,15630781,10,0
339,1.5503,1,36,21,0.3644,1.04,0.32,1.01,0.1,3e-4,0.33,1,69.4,66.3,0.37,0.47,1.5431,150154,13071041,82,10
313,1.5503,1,36,21,0.3644,1.13,0.89,1.12,0.71,3e-4,0.24,1,58.3,66.3,0.37,0.48,1.5431,144997,12847739,90,50
185,-2.0393,1,36,2,0.746,0.85,0.2,0.27,-0.69,3e-4,0.29,1,94.4,94.4,0.2,0.22,-1.8148,151262,10981802,82,0
449,1.1572,1,36,18,0.3612,1.07,0.53,1.1,0.62,3e-4,0.32,1,58.3,66.5,0.38,0.48,1.1584,148009,17963885,80,0
321,0.4857,1,36,13,0.3762,0.99,-0.05,0.9,-0.42,2e-4,0.41,1,69.4,70.3,0.38,0.45,0.5014,145678,12944181,82,0
423,0.8947,1,36,16,0.364,0.96,-0.29,0.95,-0.22,3e-4,0.42,1,69.4,68,0.39,0.45,0.9014,146054,15543919,10,82
342,-2.789,1,36,1,1.028,0.97,0.31,0.56,-0.09,4e-4,0.3,1,97.2,97.2,0.15,0.16,-2.3155,152240,13105493,80,0
