Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
65,1.37,1,19,12,0.53,1,-0.01,1,0.01,0,0.38,1,57.9,70,0.43,0.43,1.35,152141,12104868,10,0
108,-4.35,-1,19,0,1.88,1,0,1,0,0,0,1,100,100,0,0,-4.35,143206,12338214,70,0
327,1.66,1,19,13,0.54,1.12,0.69,1.05,0.22,0,0.3,1,57.9,70.9,0.4,0.44,1.63,144178,14747316,10,50
407,0.55,1,19,9,0.53,1.56,2.67,1.79,1.85,0,0.09,1,52.6,72.5,0.49,0.58,0.56,145570,15588246,82,0
338,2.3,1,19,15,0.6,0.78,-0.89,0.53,-0.56,0,0.53,1,84.2,78.9,0.33,0.36,2.22,151537,14814234,10,0
172,1.96,1,19,14,0.56,1.09,0.52,1.3,0.54,0,0.37,1,78.9,74,0.36,0.4,1.91,145075,13083635,82,0
10,-0.03,1,19,7,0.55,1.32,1.44,1.57,1.32,0,0.13,1,63.2,74.1,0.51,0.48,0,144368,11260165,80,0
144,0.26,1,19,8,0.54,1.69,2.48,1.85,2.21,0,0.05,1,42.1,73.3,0.5,0.57,0.28,147279,12943207,10,0
374,5.25,0,19,19,1.85,1,0,1,0,0,0,1,100,100,0,0,5.25,151966,15412881,90,0
300,1.37,1,19,12,0.53,1.01,0.11,0.85,-0.15,0,0.51,1,68.4,70,0.43,0.43,1.35,151183,14606461,50,0
40,-0.35,1,19,6,0.57,1.42,0.72,1.63,1.82,0,0.3,1,78.9,76.6,0.51,0.4,-0.3,149247,11488263,70,90
195,3.99,1,19,18,1.04,1.07,0.3,0.69,0.2,0,0.17,1,94.7,94.7,0.16,0.23,3.53,147205,13168193,10,0
169,3.99,1,19,18,1.04,0.92,0.2,0.43,-0.04,0,0.27,1,94.7,94.7,0.16,0.21,3.53,149749,13062468,10,50
359,3.2,1,19,17,0.77,1.07,0.31,0.83,0.25,0,0.21,1,89.5,89.5,0.23,0.33,2.99,145040,15261476,10,50
504,1.66,1,19,13,0.54,1.01,0.11,0.85,-0.11,0,0.44,1,73.7,70.9,0.4,0.44,1.63,146720,18940773,50,0
7,3.99,1,19,18,1.04,1.02,0.3,0.78,0.23,0,0.18,1,94.7,94.7,0.16,0.22,3.53,148286,11223219,70,40
446,2.69,1,19,16,0.66,0.98,0.16,0.73,0.17,0,0.27,1,84.2,84.2,0.28,0.35,2.57,147790,15927377,82,0
193,3.99,1,19,18,1.04,0.92,0.2,0.36,-0.04,0,0.27,1,94.7,94.7,0.16,0.21,3.53,149089,13165224,80,60
170,2.3,1,19,15,0.6,1.09,0.33,0.95,0.09,0,0.28,1,78.9,78.9,0.33,0.4,2.22,145027,13045806,82,0
352,2.3,1,19,15,0.6,0.85,-0.43,0.58,-0.36,0,0.49,1,73.7,78.9,0.33,0.36,2.22,145092,14914743,10,50
182,3.2,1,19,17,0.77,1.51,1.42,7.97,2.47,0,-0.02,1,89.5,89.5,0.23,0.32,2.99,150467,13106570,10,0
257,0.55,1,19,9,0.53,0.77,-1.16,0.62,-0.84,0,0.67,1,84.2,72.5,0.49,0.37,0.56,143310,13944045,82,0
45,-3.01,1,19,1,1.09,1.27,0.55,0.75,0.23,0,0.13,1,94.7,94.7,0.3,0.23,-2.59,151835,11498471,10,80
108,-4.35,-1,19,0,1.88,1,0,1,0,0,0,1,100,100,0,0,-4.35,148466,12338214,10,0
130,-4.35,-1,19,0,1.88,1,0,1,0,0,0,1,100,100,0,0,-4.35,144014,12488887,70,10
199,3.99,1,19,18,1.04,0.92,0.2,0.43,-0.04,0,0.27,1,94.7,94.7,0.16,0.21,3.53,149736,13165224,82,0
90,-0.69,1,19,5,0.6,1.5,1,1.46,0.73,0,0.13,1,68.4,79.9,0.5,0.47,-0.63,149950,12219231,82,0
32,1.09,1,19,11,0.52,0.93,-0.29,0.84,-0.28,0,0.53,1,73.7,70.5,0.45,0.43,1.09,151750,11421576,10,0
41,-0.69,1,19,5,0.6,0.97,-0.1,0.91,-0.16,0,0.48,1,73.7,79.9,0.5,0.39,-0.63,151753,11495065,10,0
298,1.37,1,19,12,0.53,1.23,1.03,1.27,0.72,0,0.33,1,63.2,70,0.43,0.49,1.35,145576,14566818,82,0
61,5.25,0,19,19,1.85,1,0,1,0,0,0,1,100,100,0,0,5.25,145701,11980192,74,0
106,0.26,1,19,8,0.54,1.14,0.61,1.06,0.23,0,0.42,1,63.2,73.3,0.5,0.45,0.28,148088,12307262,10,0
371,5.25,0,19,19,1.85,1,0,1,0,0,0,1,100,100,0,0,5.25,151966,15297322,90,0
128,2.3,1,19,15,0.6,0.94,-0.27,0.7,-0.24,0,0.45,1,84.2,78.9,0.33,0.35,2.22,144239,12488267,60,0
438,3.99,1,19,18,1.04,1.01,0.3,0.61,0.13,0,0.25,1,94.7,94.7,0.16,0.21,3.53,152424,15861198,0,50
356,1.37,1,19,12,0.53,1.38,1.72,1.61,0.95,0,0.15,1,63.2,70,0.43,0.51,1.35,150880,15210278,10,0
211,-0.03,1,19,7,0.55,0.78,-0.89,0.77,-0.27,0,0.6,1,73.7,74.1,0.51,0.42,0,145154,13212168,10,0
400,1.66,1,19,13,0.54,1.26,1.25,1.18,0.67,0,0.28,1,47.4,70.9,0.4,0.47,1.63,149074,15536858,80,50
478,1.66,1,19,13,0.54,1.01,0.1,1.2,0.57,0,0.39,1,78.9,70.9,0.4,0.43,1.63,146720,17380847,10,0
211,-0.03,1,19,7,0.55,1.2,0.98,1.11,0.53,0,0.38,1,63.2,74.1,0.51,0.47,0,146501,13212168,82,50
123,1.66,1,19,13,0.54,1,0.07,0.9,-0.08,0,0.45,1,73.7,70.9,0.4,0.41,1.63,147283,12397881,82,10
353,3.99,1,19,18,1.04,0.95,0.23,0.49,0.06,0,0.24,1,94.7,94.7,0.16,0.21,3.53,144970,14831856,80,50
216,3.2,1,19,17,0.77,0.81,-0.04,0.53,-0.11,0,0.37,1,89.5,89.5,0.23,0.27,2.99,143716,13281992,10,80
36,-0.35,1,19,6,0.57,1.42,1.39,0.95,0.09,0,0.19,1,63.2,76.6,0.51,0.49,-0.3,152027,11488247,0,20
345,2.69,1,19,16,0.66,0.8,-0.27,0.47,-0.31,0,0.43,1,84.2,84.2,0.28,0.31,2.57,151571,14804212,10,50
170,1.96,1,19,14,0.56,0.87,-0.44,0.63,-0.36,0,0.48,1,84.2,74,0.36,0.38,1.91,150566,13045806,82,0
112,0.26,1,19,8,0.54,1.31,1.23,1.32,0.81,0,0.27,1,52.6,73.3,0.5,0.48,0.28,145298,12337919,80,0
15,-0.03,1,19,7,0.55,0.84,-0.82,0.62,-0.92,0,0.64,1,84.2,74.1,0.51,0.39,0,146275,11380764,10,50
293,1.09,1,19,11,0.52,0.88,-0.58,0.81,-0.7,0,0.59,1,73.7,70.5,0.45,0.4,1.09,151180,14453738,82,0
471,1.66,1,19,13,0.54,0.92,-0.33,0.76,-0.31,0,0.45,1,73.7,70.9,0.4,0.42,1.63,145963,16328035,10,0
103,1.09,1,19,11,0.52,0.9,-0.36,1.04,0.25,0,0.46,1,84.2,70.5,0.45,0.4,1.09,144239,12317268,82,0
98,-0.03,1,19,7,0.55,1.31,1.27,1.26,0.68,0,0.27,1,63.2,74.1,0.51,0.46,0,149316,12294330,80,10
246,0.26,1,19,8,0.54,0.88,-0.46,0.76,-0.84,0,0.66,1,78.9,73.3,0.5,0.39,0.28,147612,13907395,82,10
365,-3.01,1,19,1,1.09,0.74,-0.09,0.19,-0.4,0,0.48,1,94.7,94.7,0.3,0.18,-2.59,152119,15045803,10,0
430,5.25,0,19,19,1.85,1,0,1,0,0,0,1,100,100,0,0,5.25,147654,15793230,82,0
390,5.25,0,19,19,1.85,1,0,1,0,0,0,1,100,100,0,0,5.25,152000,15456587,82,0
403,1.66,1,19,13,0.54,0.82,-0.68,0.62,-0.49,0,0.5,1,68.4,70.9,0.4,0.34,1.63,146026,15536858,10,0
46,-0.69,1,19,5,0.6,0.97,-0.08,0.96,0.07,0,0.45,1,78.9,79.9,0.5,0.4,-0.63,143009,11521635,10,0
338,1.66,1,19,13,0.54,1.31,1.34,1.36,1.02,0,0.2,1,57.9,70.9,0.4,0.49,1.63,149950,14789256,50,0
236,3.99,1,19,18,1.04,1.1,0.42,1.04,0.5,0,0.12,1,94.7,94.7,0.16,0.23,3.53,145741,13860542,82,0
51,-2.13,1,19,2,0.83,0.98,0.11,0.59,-0.08,0,0.45,1,89.5,89.5,0.4,0.27,-1.94,143009,11561939,74,70
89,1.37,1,19,12,0.53,1.43,1.72,1.68,1.72,0,0.17,1,68.4,70,0.43,0.51,1.35,151027,12204153,0,0
155,-1.54,1,19,3,0.71,0.63,-1.15,0.42,-1.02,0,0.7,1,94.7,86.4,0.45,0.23,-1.43,144686,13005553,82,0
306,3.2,1,19,17,0.77,0.99,0.08,0.63,0.06,0,0.3,1,89.5,89.5,0.23,0.29,2.99,146161,14655217,10,0
175,2.3,1,19,15,0.6,1.09,0.36,1.02,0.09,0,0.24,1,78.9,78.9,0.33,0.41,2.22,147205,13104659,82,0
