Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
59,-1.4653,1,36,6,0.5142,0.77,-1.75,0.61,-1.23,0.0025,0.64,1,86.1,86.9,0.47,0.25,-1.1663,147009,10276335,10,80
346,1.6654,1,36,25,0.3908,1.07,0.51,0.93,-0.03,0.0045,0.37,1,69.4,71.5,0.36,0.44,1.6458,147411,13834924,74,60
401,1.0868,1,36,21,0.3737,1.04,0.47,0.94,-0.19,0.0044,0.36,1,63.9,67.4,0.42,0.46,1.0829,149310,14452413,50,0
138,-0.9886,1,36,8,0.4877,0.94,-0.13,0.65,-0.56,0.003,0.56,1,83.3,83.3,0.5,0.33,-1.4075,151361,11267429,82,0
272,0.3841,1,36,16,0.3811,1.42,2.91,2.66,2.9,0.0041,0.15,1,52.8,71.1,0.47,0.56,0.3956,149759,12695270,82,0
201,1.3696,1,36,23,0.3792,0.97,-0.19,0.83,-0.34,0.0045,0.44,1,63.9,68,0.39,0.43,1.3586,148487,11972025,82,0
65,-5.0438,-1,36,0,1.855,1,0,1,0,0,0,1,100,100,0,0,-5.0438,148341,10259376,40,70
100,2.7927,1,36,31,0.5013,0.9,-0.11,0.73,-0.33,0.0046,0.42,1,91.7,85.8,0.27,0.34,2.716,151157,10485511,10,0
442,-0.9886,1,36,8,0.4661,1.48,2.37,1.65,2.35,0.003,0.16,1,61.1,84.7,0.5,0.51,-0.7434,146098,16715624,10,0
379,0.5277,1,36,17,0.3773,0.86,-0.98,0.7,-0.95,0.0042,0.59,1,75,70,0.46,0.41,0.5362,149296,14306603,82,0
137,0.5277,1,36,17,0.3773,1.1,0.82,1.21,0.9,0.0042,0.38,1,66.7,70,0.46,0.47,0.5362,144648,11280980,82,0
280,-0.4054,1,36,11,0.4201,1.02,0.16,0.9,-0.23,0.0035,0.47,1,77.8,78.5,0.5,0.41,-0.3772,150653,12961337,0,0
71,-0.2339,1,36,12,0.4092,0.71,-1.05,0.71,-1.04,0.0037,0.69,1,86.1,76.9,0.5,0.32,-0.2095,144364,10289984,80,80
381,1.3696,1,36,23,0.3792,0.93,-0.42,0.82,-0.51,0.0045,0.47,1,63.9,68,0.39,0.42,1.3586,146874,14266431,82,0
145,0.5277,1,36,17,0.3773,0.83,-1.15,0.75,-0.71,0.0042,0.62,1,83.3,70,0.46,0.38,0.5362,144345,11283580,50,50
423,-5.0438,-1,36,0,1.855,1,0,0.97,-0.11,0,0,1,100,100,0,0,-5.0438,143868,15359360,70,0
369,-5.0438,-1,36,0,1.855,1,0,1,0,0,0,1,100,100,0,0,-5.0438,150526,14156628,82,0
298,0.8085,1,36,19,0.3732,0.9,-0.71,0.82,-0.7,0.0043,0.55,1,69.4,68.5,0.44,0.42,0.811,150379,13100882,10,90
359,1.5152,1,36,24,0.3841,0.96,-0.26,0.84,-0.47,0.0045,0.41,1,72.2,69.5,0.38,0.43,1.5002,150526,13959662,10,0
244,-0.0706,1,36,13,0.4,0.83,-1.08,0.75,-1.17,0.0038,0.65,1,80.6,75.4,0.49,0.39,-0.0496,144680,12305006,82,10
15,-5.0438,-1,36,0,1.855,1,0,0.88,-0.13,0,0,1,100,100,0,0,-5.0438,144069,10154434,82,0
287,1.8216,1,36,26,0.3996,1.04,0.36,0.89,-0.31,0.0045,0.4,1,63.9,73.6,0.35,0.43,1.7968,146556,13056522,50,50
107,-2.9699,1,36,2,0.6614,1.35,1.27,2.04,1.06,0.0016,0.12,1,94.4,94.5,0.42,0.25,-1.9787,151289,10535233,70,80
104,-0.0706,1,36,13,0.4,0.85,-0.7,0.79,-0.81,0.0038,0.6,1,72.2,75.4,0.49,0.42,-0.0496,150908,10615857,10,0
448,1.5152,1,36,24,0.3841,0.97,-0.18,0.79,-0.42,0.0045,0.42,1,63.9,69.5,0.38,0.43,1.5002,143289,16843347,50,80
359,1.2271,1,36,22,0.3758,0.96,-0.3,0.84,-0.5,0.0044,0.46,1,69.4,67.6,0.41,0.43,1.2199,148094,13964755,0,0
455,-0.0706,1,36,13,0.4,1.07,0.32,0.94,-0.17,0.0038,0.48,1,63.9,75.4,0.49,0.43,-0.0496,149403,17289734,80,0
131,-5.0438,-1,36,0,1.855,1,0,1,0,0,0,1,100,100,0,0,-5.0438,144508,11212748,82,0
17,-0.9886,1,36,8,0.4661,1.21,0.74,0.96,0.18,0.003,0.35,1,77.8,83.3,0.5,0.4,-0.9463,150210,10166742,80,80
441,0.8085,1,36,19,0.3732,1.02,0.16,0.87,-0.28,0.0043,0.44,1,55.6,68.5,0.44,0.45,0.811,146840,16796101,82,0
183,1.3696,1,36,23,0.3792,1.1,0.72,1.73,1.6,0.0045,0.36,1,69.4,68,0.39,0.46,1.3586,147332,11485655,10,0
59,-0.0706,1,36,13,0.4,1.52,2.08,1.35,1.05,0.0038,0.26,1,63.9,75.4,0.49,0.49,-0.0496,149631,10268235,10,50
340,1.3696,1,36,23,0.3792,0.98,-0.06,0.83,-0.43,0.0045,0.43,1,58.3,68,0.39,0.43,1.3586,148407,13681370,10,50
389,2.3496,1,36,31,0.5013,0.77,-1.05,0.66,-0.8,0.0046,0.49,1,86.1,85.8,0.31,0.33,2.1223,150926,14371898,82,0
431,-0.9886,1,36,8,0.5142,1.48,2.37,1.62,2.27,0.003,0.11,1,86.1,86.1,0.47,0.32,-1.1663,146541,15359360,10,82
325,1.9858,1,36,27,0.4109,0.81,-0.94,0.65,-0.88,0.0045,0.49,1,80.6,75.9,0.33,0.39,1.9549,144140,13362038,10,0
139,-0.9886,1,36,7,0.5142,1.58,2.17,1.45,1.51,0.0028,0.13,1,75,86.1,0.47,0.41,-1.1663,151369,11267429,10,82
193,0.2372,1,36,15,0.3861,2.1,2.83,2,2.41,0.004,0.07,1,47.2,72.6,0.48,0.52,0.2518,152190,11494794,82,0
18,-5.0438,-1,36,0,1.855,1,0,1,0,0,0,1,100,100,0,0,-5.0438,149637,10156135,82,10
