Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
553,-3.09,-1,19,0,1.85,1,0,1.08,0.26,0,0,1,100,100,0,0,-3.09,144765,20174926,82,0
242,2.47,1,19,14,0.54,0.98,0.02,0.93,-0.05,0,0.3,1,73.7,73.7,0.28,0.42,2.41,149825,12974358,10,0
16,0.71,1,19,7,0.51,0.85,-0.79,0.81,-0.85,0,0.53,1,84.2,68.7,0.34,0.44,0.74,143483,10287469,10,50
265,2.47,1,19,14,0.54,0.92,-0.33,0.76,-0.55,0,0.43,1,73.7,73.7,0.28,0.41,2.41,146285,13027166,10,0
21,0.16,1,19,5,0.55,0.95,-0.1,0.81,-0.42,0,0.4,1,78.9,74,0.32,0.41,0.22,150869,10384103,74,80
83,1.2,1,19,9,0.49,1.15,0.9,1.22,1.44,0,0.14,1,57.9,65.9,0.34,0.49,1.21,152173,11155140,10,0
314,-3.09,-1,19,0,1.85,1,0,1,0,0,0,1,100,100,0,0,-3.09,147092,13717812,90,80
445,4.41,1,19,18,1.04,0.95,0.24,0.55,-0.05,0,0.25,1,94.7,94.7,0.13,0.22,3.95,149788,15136620,90,0
343,2.47,1,19,14,0.54,1.08,0.46,1.09,0.42,0,0.06,1,73.7,73.7,0.28,0.43,2.41,149786,14002566,10,0
292,3.16,1,19,16,0.65,1,0.11,0.76,-0.2,0,0.27,1,84.2,84.2,0.22,0.35,3.03,147043,13197169,10,50
394,2.78,1,19,15,0.58,1.01,0.12,0.93,-0.04,0,0.24,1,78.9,79,0.25,0.39,2.7,144199,14637774,10,0
373,4.41,1,19,18,1.04,0.99,0.29,0.66,0.14,0,0.18,1,94.7,94.7,0.13,0.22,3.95,151915,14486768,82,0
544,0.16,1,19,5,0.55,1.28,1.07,1.28,1.18,0,0.02,1,68.4,74,0.32,0.48,0.22,145153,19698844,82,0
505,0.96,1,19,8,0.49,1.36,2.04,1.37,1.79,0,-0.18,1,47.4,67.1,0.34,0.55,0.98,147014,16289706,82,0
534,0.71,1,19,7,0.51,0.96,-0.17,0.88,-0.41,0,0.38,1,63.2,68.7,0.34,0.43,0.74,145897,19159692,82,0
470,1.68,1,19,11,0.49,1.15,1.15,1.19,0.97,0,0.13,1,57.9,64.1,0.33,0.51,1.67,151329,15326993,82,0
52,0.16,1,19,5,0.55,0.88,-0.39,0.82,-0.62,0,0.49,1,68.4,74,0.32,0.4,0.22,147084,10489134,10,0
337,1.44,1,19,10,0.49,1.08,0.77,0.93,-0.05,0,0.25,1,57.9,64.8,0.34,0.49,1.44,145318,13937839,10,0
56,3.16,1,19,16,0.65,0.83,-0.48,0.55,-0.89,0,0.54,1,84.2,84.2,0.22,0.32,3.03,147779,10513221,10,0
127,3.64,1,19,17,0.76,1.13,0.49,2.07,1.52,0,-0.1,1,89.5,89.5,0.18,0.31,3.43,148559,11446218,82,0
19,2.47,1,19,14,0.54,1.08,0.55,1.1,0.42,0,0.18,1,73.7,73.7,0.28,0.46,2.41,151888,10380493,10,70
472,0.45,1,19,6,0.52,1.27,1.07,1.28,1.08,0,0,1,63.2,71,0.33,0.5,0.49,147354,15329356,10,0
28,3.16,1,19,16,0.65,1.02,0.17,0.8,-0.21,0,0.28,1,84.2,84.2,0.22,0.36,3.03,146702,10412441,80,80
416,4.41,1,19,18,1.04,0.93,0.21,0.43,-0.21,0,0.36,1,94.7,94.7,0.13,0.21,3.95,151915,14827441,10,10
478,0.71,1,19,7,0.51,0.93,-0.39,0.9,-0.39,0,0.4,1,68.4,68.7,0.34,0.44,0.74,143379,15361020,10,0
