Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
192,-1.766,1,36,5,0.5396,0.49,-2.1,0.36,-2.2,0.0014,0.82,1,94.4,87,0.44,0.24,-1.6931,147187,14715031,10,0
199,-0.1358,1,36,13,0.3978,1.38,1.62,1.62,1.47,0.0022,0.16,1,72.2,74.5,0.48,0.47,-0.1173,151990,14742969,82,0
183,-0.1358,1,36,13,0.3978,1.19,1.25,1.17,0.91,0.0022,0.3,1,63.9,74.5,0.48,0.46,-0.1173,147476,14672561,82,0
299,0.0196,1,36,14,0.3912,1.12,0.88,1.16,0.77,0.0022,0.39,1,69.4,73.3,0.48,0.46,0.0349,143622,15560112,50,0
359,2.5337,1,36,30,0.4735,0.99,0.1,0.78,-0.14,0.0018,0.29,1,77.8,83.4,0.3,0.4,2.4745,152511,16317262,80,0
175,1.0289,1,36,21,0.3772,0.98,-0.08,1.05,0.24,0.0022,0.49,1,77.8,69,0.43,0.42,1.024,148803,14669013,80,0
73,1.0289,1,36,21,0.3772,1.13,1.04,1,0.07,0.0022,0.33,1,63.9,69,0.43,0.47,1.024,148214,13797735,50,80
348,0.4619,1,36,17,0.3786,1.03,0.29,1.04,0.3,0.0023,0.41,1,69.4,70.3,0.47,0.45,0.4685,145810,16240642,82,0
330,-1.2523,1,36,7,0.4793,0.66,-1.26,0.36,-1.52,0.0016,0.72,1,83.3,83.6,0.46,0.34,-1.2038,146474,16137957,80,0
53,0.7459,1,36,19,0.3759,1.53,3.24,1.67,2.45,0.0023,0.04,1,55.6,69.5,0.45,0.55,0.7469,149063,13206370,10,80
236,0.6044,1,36,18,0.3767,1.08,0.69,1.02,-0.03,0.0023,0.41,1,58.3,69.7,0.46,0.46,0.6083,148630,14840359,10,80
384,1.0289,1,36,21,0.3772,1.06,0.48,0.95,-0.13,0.0022,0.42,1,58.3,69,0.43,0.46,1.024,148656,16467833,82,10
257,1.0289,1,36,21,0.3772,1.1,0.75,1.03,0.22,0.0022,0.36,1,58.3,69,0.43,0.46,1.024,145396,15445356,10,50
284,0.7459,1,36,19,0.3758,0.9,-0.72,0.78,-0.61,0.0023,0.59,1,80.6,69.5,0.45,0.41,0.7469,147060,15509087,80,0
256,0.1704,1,36,15,0.3858,0.91,-0.5,0.85,-0.6,0.0022,0.52,1,77.8,72.2,0.48,0.41,0.1827,144941,15445879,82,0
301,-2.0812,1,36,4,0.5862,0.85,-0.38,0.31,-0.59,0.0012,0.55,1,91.7,89.4,0.39,0.24,-1.9863,150123,15560112,82,0
73,0.4619,1,36,17,0.3786,0.82,-1.11,0.81,-0.72,0.0023,0.61,1,83.3,70.3,0.47,0.4,0.4685,150511,13788019,82,0
248,1.9488,1,36,27,0.4159,0.91,-0.42,0.74,-0.67,0.002,0.48,1,72.2,76.2,0.36,0.4,1.918,151634,15390667,80,50
525,-2.9664,1,36,2,0.7742,0.96,0.12,0.58,-0.22,0.001,0.41,1,94.4,94.4,0.3,0.2,-2.755,143760,19519869,82,0
522,1.7805,1,36,26,0.4045,0.97,-0.16,0.73,-0.67,0.0021,0.4,1,66.7,74.3,0.37,0.39,1.7557,151634,19483961,10,50
40,0.1704,1,36,15,0.3858,1.17,0.92,1.15,0.82,0.0022,0.35,1,66.7,72.2,0.48,0.46,0.1827,148796,13197282,10,20
310,3.8564,1,36,34,0.7442,1.04,0.31,0.71,0.12,0.0012,0.1,1,94.4,94.4,0.18,0.28,3.6317,142910,15582159,10,50
365,5.845,0,36,36,1.839,0.93,-0.05,0.57,-0.23,0.0016,0.31,1,100,100,0,0,5.845,148711,16349903,80,70
230,1.1721,1,36,22,0.3797,1.01,0.13,0.9,-0.19,0.0022,0.43,1,63.9,69,0.42,0.44,1.164,147197,14840359,90,50
371,0.3175,1,36,16,0.3817,1.05,0.37,1.07,0.31,0.0023,0.46,1,69.4,71.2,0.47,0.45,0.3269,149966,16435990,80,0
494,0.3175,1,36,16,0.3817,1.32,1.76,1.16,0.59,0.0023,0.19,1,61.1,71.2,0.47,0.5,0.3269,149388,17802857,82,10
393,1.1721,1,36,22,0.3797,0.76,-1.83,0.65,-1.5,0.0022,0.66,1,77.8,69,0.42,0.39,1.164,143543,16779053,10,50
509,-5.0353,-1,36,0,1.8542,1,0,0.92,-0.02,0,0,1,100,100,0,0,-5.0353,150006,18904106,82,0
301,1.9488,1,36,27,0.4159,1.07,0.33,0.74,-0.03,0.002,0.31,1,72.2,76.2,0.36,0.4,1.918,143408,15557189,80,50
39,3.396,1,36,33,0.6229,0.93,-0.11,0.51,-0.34,0.0014,0.4,1,91.7,91.7,0.22,0.26,3.2541,145270,13197282,80,40
384,0.0196,1,36,14,0.3912,1.54,2.85,1.54,2.45,0.0022,0.04,1,50,73.3,0.48,0.54,0.0349,149344,16459741,0,0
368,1.3177,1,36,23,0.3834,0.89,-0.76,0.76,-0.88,0.0022,0.54,1,72.2,70,0.41,0.41,1.3061,149432,16435990,50,0
514,-0.6428,1,36,10,0.4273,0.64,-1.26,0.53,-1.3,0.0019,0.64,1,83.3,78.9,0.48,0.33,-0.6129,144276,19299664,10,50
525,0.1704,1,36,15,0.3858,0.82,-1.08,0.84,-0.85,0.0022,0.6,1,83.3,72.2,0.48,0.4,0.1827,147714,19318200,74,0
524,0.1704,1,36,15,0.3858,1.1,0.63,1.21,0.59,0.0022,0.38,1,75,72.2,0.48,0.43,0.1827,143370,19318200,10,50
448,2.5337,1,36,30,0.4735,0.85,-0.79,0.7,-0.69,0.0018,0.48,1,83.3,83.4,0.3,0.37,2.4745,146739,17344085,0,50
10,0.7459,1,36,19,0.3759,1.18,1.4,1.63,1.82,0.0023,0.23,1,63.9,69.5,0.45,0.48,0.7469,149266,13009656,10,80
276,-0.4655,1,36,11,0.4156,1.47,1.95,1.65,1.93,0.002,0.13,1,69.4,77.4,0.48,0.5,-0.4398,152380,15467155,82,80
82,3.0528,1,36,32,0.5527,1.05,0.35,0.76,-0.14,0.0016,0.2,1,88.9,88.9,0.25,0.32,2.9522,149841,13862529,80,50
317,-0.1358,1,36,13,0.3978,0.99,-0.05,1,0.01,0.0022,0.5,1,77.8,74.5,0.48,0.42,-0.1173,152087,15617505,82,0
513,-2.0812,1,36,4,0.5862,0.72,-0.56,0.25,-0.45,0.0012,0.54,1,91.7,89.4,0.39,0.22,-1.9863,149980,18752993,82,0
138,1.3177,1,36,23,0.3834,0.98,-0.04,0.97,0.01,0.0022,0.45,1,77.8,70,0.41,0.43,1.3061,143020,14028840,82,0
