Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
345,4.15,1,19,18,1.04,1.07,0.29,1.06,0.4,0,0.1,1,94.7,94.7,0.14,0.23,3.69,151115,13690159,50,80
82,-3.57,-1,19,0,1.86,0.97,0,0.59,0.07,0,0,1,100,100,0,0,-3.57,144300,10364226,82,0
459,2.88,1,19,16,0.65,0.91,-0.2,0.7,-0.33,0,0.38,1,84.2,84.2,0.23,0.34,2.76,150547,17258499,82,0
41,0.91,1,19,9,0.49,0.68,-1.83,0.58,-1.83,0,0.69,1,84.2,65.1,0.36,0.36,0.92,144800,10232893,40,0
362,-0.92,1,19,3,0.68,1.03,0.22,1.04,0.18,0,0.15,1,84.2,84.7,0.35,0.36,-0.79,146839,13944215,80,0
337,3.38,1,19,17,0.76,0.97,0.12,0.66,-0.18,0,0.31,1,89.5,89.4,0.19,0.3,3.17,144866,13362038,10,50
169,2.51,1,19,15,0.58,1,0.14,0.92,0.08,0,0.25,1,78.9,78.9,0.26,0.41,2.42,147638,11393734,80,0
162,0.41,1,19,7,0.51,1.25,1.09,1.19,0.91,0,0.16,1,63.2,70,0.38,0.49,0.44,152189,11412259,82,10
51,1.91,1,19,13,0.52,0.68,-2.36,0.58,-1.14,0,0.75,1,78.9,69.7,0.3,0.34,1.87,143046,10250301,10,0
311,5.41,0,19,19,1.84,1.05,0.35,1,0.36,0,0,1,100,100,0,0,5.41,150725,13136933,80,60
175,2.19,1,19,14,0.54,1,0.05,0.79,-0.19,0,0.32,1,78.9,74.3,0.28,0.4,2.13,144363,11446544,10,0
246,-0.16,1,19,5,0.56,1.02,0.16,0.9,0.15,0,0.44,1,78.9,77.7,0.38,0.41,-0.1,148545,12306983,82,0
354,2.88,1,19,16,0.65,1.01,0.2,0.77,0,0,0.24,1,84.2,84.2,0.23,0.36,2.76,144093,13959859,82,0
57,2.19,1,19,14,0.54,1,0.09,0.91,-0.05,0,0.3,1,68.4,74.3,0.28,0.44,2.13,147784,10250204,70,0
240,2.19,1,19,14,0.54,0.63,-0.78,0.58,-0.82,0,0.77,1,78.9,74.3,0.28,0.34,2.13,149194,12228672,10,0
324,4.15,1,19,18,1.04,0.97,0.26,0.57,0.07,0,0.24,1,94.7,94.7,0.14,0.22,3.69,148055,13210998,60,50
439,2.88,1,19,16,0.65,1.04,0.22,0.83,-0.01,0,0.21,1,84.2,84.2,0.23,0.36,2.76,150575,16362470,60,80
445,2.19,1,19,14,0.54,0.83,-0.73,0.84,-0.51,0,0.48,1,78.9,74.3,0.28,0.38,2.13,143220,16936876,10,0
71,0.14,1,19,6,0.53,0.97,-0.01,0.92,0.01,0,0.26,1,68.4,73.7,0.38,0.43,0.18,149707,10290370,0,0
124,1.4,1,19,11,0.49,0.8,-1.2,0.72,-0.97,0,0.6,1,78.9,64.4,0.34,0.42,1.39,147970,11164174,80,0
402,1.16,1,19,10,0.49,1.21,1.15,1.19,0.61,0,0.19,1,52.6,64.1,0.35,0.5,1.15,147331,14391740,82,10
