Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
255,-0.4412,1,36,11,0.4194,0.96,-0.18,0.89,-0.28,0.0017,0.54,1,75,76.9,0.5,0.42,-0.4188,144644,13955551,10,0
455,2.876,1,36,31,0.5054,1,0.08,1,0.12,0.0018,0.3,1,86.1,86.1,0.28,0.32,2.8015,143078,16079051,10,50
453,5.9323,0,36,36,1.8373,1.08,0.54,0.9,0.17,0.0017,0,1,100,100,0,0,5.9323,143443,16078969,82,0
193,4.6952,1,36,35,1.0238,0.94,0.24,0.36,-0.1,9e-4,0.22,1,97.2,97.2,0.13,0.16,4.2197,147205,13177419,82,0
519,3.154,1,36,32,0.551,0.89,-0.26,0.48,-0.41,0.0017,0.4,1,88.9,88.9,0.25,0.28,3.0542,145703,19594003,10,0
165,2.0492,1,36,27,0.4183,1.16,0.79,1.19,0.56,0.0021,0.34,1,63.9,75.2,0.38,0.42,2.0207,147283,13056107,82,0
301,1.8786,1,36,26,0.4078,1.06,0.27,1.18,0.57,0.0021,0.47,1,77.8,73.5,0.39,0.42,1.8561,150487,14609037,82,0
374,1.7156,1,36,25,0.3997,1.11,0.7,1.25,0.69,0.0021,0.23,1,69.4,72.4,0.41,0.42,1.6981,151631,15428141,0,0
181,3.9518,1,36,34,0.7416,0.95,0.13,0.59,-0.03,0.0013,0.23,1,94.4,94.4,0.18,0.22,3.7265,148286,13105205,82,0
78,5.9323,0,36,36,1.8373,1,0,1,0,0.0017,0,1,100,100,0,0,5.9323,151750,12170704,10,80
515,3.154,1,36,32,0.551,0.98,0,0.7,-0.24,0.0017,0.32,1,88.9,88.9,0.25,0.3,3.0542,147340,18735568,80,0
443,3.154,1,36,32,0.551,1,0.14,0.85,-0.14,0.0017,0.28,1,88.9,88.9,0.25,0.3,3.0542,152411,16004760,50,0
460,1.8786,1,36,26,0.4078,0.81,-1.16,0.58,-0.96,0.0021,0.57,1,77.8,73.5,0.39,0.36,1.8561,143609,16209052,10,0
368,5.9323,0,36,36,1.8373,1,0,1,0,0.0017,0,1,100,100,0,0,5.9323,152107,15376605,10,0
444,1.8786,1,36,26,0.4078,0.81,-1.08,0.57,-1.02,0.0021,0.57,1,80.6,73.5,0.39,0.36,1.8561,145741,15927377,10,0
258,3.154,1,36,32,0.551,0.89,-0.25,0.44,-0.47,0.0017,0.38,1,88.9,88.9,0.33,0.29,2.8015,143361,13956973,82,0
499,1.8786,1,36,26,0.4078,0.77,-1.55,0.59,-1.38,0.0021,0.65,1,86.1,73.5,0.39,0.38,1.8561,147340,18510299,10,0
515,3.154,1,36,32,0.551,0.94,-0.11,0.55,-0.37,0.0017,0.36,1,88.9,88.9,0.25,0.3,3.0542,147340,18877273,82,50
498,5.9323,0,36,36,1.8373,0.98,0,0.63,-0.24,0.0017,0,1,100,100,0,0,5.9323,146720,18389430,90,0
122,5.9323,0,36,36,1.8373,1,0,1,0,0.0017,0,1,100,100,0,0,5.9323,144233,12365068,70,50
275,1.5583,1,36,24,0.3936,1.09,0.61,0.97,0.02,0.0022,0.34,1,66.7,71.6,0.43,0.43,1.545,150420,14000229,10,0
429,-0.4412,1,36,11,0.4194,1.17,0.94,1.12,0.45,0.0017,0.37,1,72.2,76.9,0.5,0.43,-0.4188,151626,15826902,0,0
197,3.9518,1,36,34,0.7416,1.04,0.22,0.98,0.12,0.0013,0.24,1,94.4,94.4,0.18,0.23,3.7265,149066,13177486,10,0
