Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
426,1.0234,1,36,17,0.3676,0.88,-0.9,0.8,-0.83,0.0013,0.53,1,69.4,67.8,0.42,0.41,1.0285,145436,15540642,10,60
213,-0.0058,1,36,10,0.4102,1.61,3.74,2.22,2.45,0.001,0.02,1,38.9,76.8,0.41,0.54,0.0228,150703,11260017,10,0
301,3.2603,1,36,31,0.5048,0.78,-0.55,0.62,-0.83,0.0012,0.5,1,88.9,86.3,0.27,0.29,3.1821,146515,12377481,82,0
123,-1.3286,1,36,3,0.6339,0.89,-0.14,0.85,-0.06,7e-4,0.38,1,91.7,91.7,0.28,0.25,-1.5456,146078,10299521,82,0
271,3.0229,1,36,30,0.4709,0.97,-0.02,0.81,-0.35,0.0012,0.37,1,86.1,83.9,0.29,0.35,2.9613,144126,12154059,82,0
248,0.314,1,36,12,0.3908,0.83,-1.01,0.81,-0.88,0.0011,0.62,1,83.3,73.8,0.42,0.4,0.3342,151828,11488026,82,0
382,3.8815,1,36,33,0.6234,0.78,-0.55,0.48,-0.6,0.0011,0.45,1,91.7,91.7,0.22,0.24,3.7378,152435,13609882,0,0
413,5.0938,1,36,35,1.0284,1.06,0.38,1.18,0.64,9e-4,0.06,1,97.2,97.2,0.14,0.17,4.6207,149382,15063453,60,0
284,0.4638,1,36,13,0.3837,0.89,-0.76,0.86,-0.64,0.0012,0.54,1,75,72.6,0.42,0.42,0.4806,151828,12236152,80,0
370,5.0938,1,36,35,1.0284,0.76,0.05,0.28,-0.44,9e-4,0.39,1,97.2,97.2,0.14,0.15,4.6207,144226,13440624,10,0
258,1.8376,1,36,23,0.3759,0.89,-0.59,0.82,-0.84,0.0013,0.5,1,69.4,68.4,0.38,0.42,1.8242,152178,11972173,82,0
461,0.7496,1,36,15,0.3733,0.68,-2.32,0.75,-1.31,0.0012,0.71,1,80.6,70,0.42,0.4,0.7602,149291,18619029,10,0
354,2.4484,1,36,27,0.4108,0.96,-0.23,0.77,-0.35,0.0013,0.35,1,75,76.3,0.34,0.39,2.4155,144573,13217674,80,0
5,0.4638,1,36,13,0.3837,0.95,-0.25,1.05,0.43,0.0012,0.46,1,83.3,72.6,0.42,0.41,0.4806,147115,9456252,10,0
217,3.2603,1,36,31,0.5048,0.98,0.08,0.97,0.16,0.0012,0.29,1,88.9,86.3,0.27,0.32,3.1821,150891,11290803,10,0
414,5.0938,1,36,35,1.0284,1.03,0.3,0.65,-0.08,9e-4,0.23,1,97.2,97.2,0.14,0.16,4.6207,143164,15128288,60,50
433,1.0234,1,36,17,0.3676,1.12,0.87,1.14,0.59,0.0013,0.31,1,72.2,67.8,0.42,0.47,1.0285,148683,16691563,0,40
394,-4.1713,-1,36,0,1.8443,1,0,1,0,-2e-4,0,1,100,100,0,0,-4.1713,148360,13928600,80,0
267,2.1295,1,36,25,0.3892,1,-0.03,1,0,0.0013,0.34,1,86.1,71.7,0.36,0.34,2.1077,145656,12082465,82,0
406,1.0234,1,36,17,0.3676,1.24,1.62,1.29,1.59,0.0013,0.19,1,50,67.8,0.42,0.48,1.0285,151207,14143348,10,0
240,2.1295,1,36,25,0.3892,1.03,0.21,1.14,0.6,0.0013,0.3,1,63.9,71.7,0.36,0.44,2.1077,148313,11516658,82,0
193,6.3381,0,36,36,1.8405,1,0,1,0,0.0018,0,1,100,100,0,0,6.3381,147931,11093935,82,0
312,3.2603,1,36,31,0.5048,0.76,-0.35,0.48,-0.62,0.0012,0.42,1,88.9,86.3,0.27,0.27,3.1821,147515,12824593,80,0
328,2.4484,1,36,27,0.4108,0.96,-0.18,0.79,-0.41,0.0013,0.35,1,72.2,76.3,0.34,0.41,2.4155,145074,12887749,10,50
116,0.4638,1,36,13,0.3837,0.92,-0.41,0.85,-0.72,0.0012,0.5,1,69.4,72.6,0.42,0.42,0.4806,144495,10296654,10,0
154,3.2603,1,36,31,0.5048,0.93,0.01,0.98,0.08,0.0012,0.28,1,88.9,86.3,0.27,0.31,3.1821,151424,10498702,82,0
387,2.4484,1,36,27,0.4108,1.01,0.12,0.86,-0.47,0.0013,0.32,1,80.6,76.3,0.34,0.42,2.4155,143933,13693018,50,0
136,0.8876,1,36,16,0.3699,1.61,2.63,1.55,1.98,0.0013,-0.12,1,63.9,68.9,0.42,0.52,0.8954,147999,10421270,10,0
254,5.0938,1,36,35,1.0284,0.78,0.05,0.17,-0.47,9e-4,0.39,1,97.2,97.2,0.14,0.14,4.6207,148043,12022535,10,0
87,-0.0058,1,36,10,0.4102,0.96,-0.18,0.95,-0.31,0.001,0.45,1,77.8,76.8,0.41,0.44,0.0228,149603,10227687,10,0
451,2.2847,1,36,26,0.3988,1.01,0.14,1.11,0.56,0.0013,0.34,1,75,73.9,0.35,0.43,2.2578,149958,17865743,10,0
81,-0.1791,1,36,9,0.4842,0.9,-0.39,0.93,-0.27,8e-4,0.5,1,86.1,83.9,0.39,0.31,-0.1453,148959,10233806,82,0
