Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
97,-4.7243,-1,36,0,1.8388,1,0,1,0,-7e-4,0,1,100,100,0,0,-4.7243,148914,7681755,10,40
238,-4.7243,-1,36,0,1.8388,1,0,1,0,-7e-4,0,1,100,100,0,0,-4.7243,144360,10226532,82,0
43,0.1321,1,36,16,0.3588,1.07,0.59,1.1,0.69,4e-4,0.27,1,61.1,66.2,0.35,0.48,0.1389,143696,7632126,82,0
132,1.3106,1,36,25,0.3804,0.81,-0.86,0.72,-1.09,5e-4,0.58,1,72.2,70.3,0.3,0.4,1.2883,149006,9661379,70,0
405,0.8991,1,36,22,0.3625,1.16,1.44,1.33,1.55,5e-4,0.04,1,47.2,66,0.33,0.5,0.8885,149710,13985973,10,80
292,0.8991,1,36,22,0.3625,0.84,-1.5,0.75,-1.69,5e-4,0.54,1,66.7,66,0.33,0.42,0.8885,150790,10396942,80,0
210,0.0025,1,36,15,0.3617,0.89,-0.89,0.92,-0.96,4e-4,0.47,1,72.2,67.2,0.36,0.44,0.0121,149716,10205039,80,10
134,1.6156,1,36,27,0.402,0.92,-0.24,0.71,-0.56,5e-4,0.39,1,69.4,75,0.28,0.41,1.5822,144929,9811494,80,0
303,1.4589,1,36,26,0.39,1.06,0.32,0.78,-0.12,5e-4,0.27,1,75,72.5,0.29,0.4,1.4316,144307,10578811,80,50
333,1.6156,1,36,27,0.402,0.93,-0.35,0.76,-0.49,5e-4,0.4,1,75,75,0.28,0.39,1.5822,143410,10801367,80,0
386,-0.7038,1,36,10,0.3961,0.99,0.08,0.91,-0.46,3e-4,0.37,1,75,74.4,0.34,0.42,-0.6753,143939,11818883,82,80
72,-0.4054,1,36,12,0.3777,1.01,0.1,0.93,-0.37,3e-4,0.37,1,66.7,71.1,0.35,0.44,-0.3858,148901,7664044,90,0
231,1.7832,1,36,28,0.4171,0.9,-0.36,0.7,-0.57,5e-4,0.39,1,77.8,77.8,0.27,0.33,1.7424,149575,10222081,82,50
185,1.4589,1,36,26,0.39,1.01,0.12,0.93,-0.12,5e-4,0.28,1,75,72.5,0.29,0.41,1.4316,143827,10169024,90,0
255,1.4589,1,36,26,0.39,1.01,0.15,0.99,0.04,5e-4,0.22,1,63.9,72.5,0.29,0.44,1.4316,146831,10236856,10,50
108,3.4409,1,36,34,0.6133,1,0.1,1,0.04,3e-4,0,1,91.7,91.7,0.19,0.26,2.8468,144820,9225439,82,10
252,0.1321,1,36,16,0.3588,0.87,-1.04,0.84,-1.12,4e-4,0.52,1,69.4,66.2,0.35,0.44,0.1389,150140,10231323,0,0
278,-0.1298,1,36,14,0.3658,0.9,-0.65,0.87,-0.63,4e-4,0.51,1,75,68.3,0.35,0.44,-0.1171,145980,10290710,10,0
96,-2.7421,1,36,2,0.7424,0.8,-1.12,0.32,-1.48,3e-4,0.57,1,94.4,94.4,0.19,0.22,-2.5156,150016,7683685,0,0
111,0.387,1,36,18,0.3559,0.98,-0.13,0.97,-0.17,5e-4,0.38,1,61.1,64.6,0.35,0.46,0.3882,148945,9305807,0,0
114,0.1321,1,36,16,0.3588,1.06,0.5,1.08,0.55,4e-4,0.27,1,61.1,66.2,0.35,0.48,0.1389,148937,9223053,10,0
120,1.3106,1,36,25,0.3804,1.07,0.37,1,0.05,5e-4,0.25,1,61.1,70.3,0.3,0.45,1.2883,146206,9577432,10,0
367,1.0321,1,36,23,0.367,1.13,0.98,1.24,0.8,5e-4,0.14,1,66.7,67.1,0.32,0.48,1.018,145603,11063157,10,0
380,0.387,1,36,18,0.356,0.88,-1.03,0.88,-1.07,5e-4,0.48,1,72.2,64.6,0.35,0.45,0.3882,151860,11299177,10,0
311,1.6156,1,36,27,0.402,0.95,-0.2,0.92,-0.1,5e-4,0.36,1,75,75,0.28,0.41,1.5822,150369,10638008,10,10
128,-0.1298,1,36,14,0.3658,1.03,0.33,0.96,-0.21,4e-4,0.34,1,61.1,68.3,0.35,0.47,-0.1171,148971,9629653,10,0
393,2.1661,1,36,30,0.4614,0.98,0.01,0.88,-0.51,4e-4,0.32,1,83.3,83.3,0.24,0.37,2.1039,149396,11761180,10,0
279,0.6408,1,36,20,0.3571,0.99,-0.03,0.85,-0.3,5e-4,0.36,1,58.3,64.4,0.34,0.44,0.6363,144771,10290907,10,0
315,1.965,1,36,29,0.4364,0.95,-0.06,0.86,-0.54,5e-4,0.37,1,80.6,80.5,0.25,0.4,1.915,147361,10606750,10,80
213,-4.7243,-1,36,0,1.8388,1,0,1,0,-7e-4,0,1,100,100,0,0,-4.7243,147991,10208690,80,0
140,1.1688,1,36,24,0.3729,0.81,-1.43,0.73,-1.48,5e-4,0.6,1,77.8,68.5,0.31,0.4,1.1509,146508,9880003,60,50
245,1.4589,1,36,26,0.39,1.02,0.16,0.98,-0.11,5e-4,0.21,1,69.4,72.5,0.29,0.44,1.4316,150769,10224459,10,50
90,-2.7421,1,36,2,0.7424,0.88,0.03,0.58,-0.81,3e-4,0.46,1,94.4,94.4,0.19,0.2,-2.5156,144948,7683685,10,90
175,1.965,1,36,29,0.4364,0.93,0,0.67,-0.34,5e-4,0.31,1,80.6,80.5,0.25,0.29,1.915,144382,10152180,82,10
432,2.3942,1,36,31,0.495,1.05,0.21,1.05,0.35,4e-4,0.17,1,86.1,86.1,0.22,0.41,2.315,145935,16643747,80,0
150,1.3106,1,36,25,0.3804,0.89,-0.53,0.76,-0.91,5e-4,0.43,1,75,70.3,0.3,0.4,1.2883,148992,10001905,10,50
164,0.5137,1,36,19,0.356,0.87,-1.08,0.84,-0.63,5e-4,0.47,1,69.4,64.4,0.35,0.44,0.5121,149006,10139826,10,0
8,-0.8655,1,36,9,0.4087,1.12,0.68,1.15,0.8,3e-4,0.17,1,80.6,76.2,0.33,0.44,-0.8314,143051,7293402,10,82
369,-0.551,1,36,11,0.3859,0.89,-0.65,0.84,-0.81,3e-4,0.49,1,72.2,72.6,0.35,0.44,-0.5273,150944,11169133,10,0
387,1.1688,1,36,24,0.3729,1.16,0.82,1.08,0.41,5e-4,0.18,1,63.9,68.5,0.31,0.48,1.1509,144114,11870699,82,80
3,0.1321,1,36,16,0.3588,1.07,0.63,1.07,0.5,4e-4,0.28,1,61.1,66.2,0.35,0.48,0.1389,146740,5626579,10,80
432,-0.551,1,36,11,0.3859,1.18,0.87,1.21,0.75,3e-4,0.09,1,63.9,72.6,0.35,0.46,-0.5273,152449,16954750,82,50
360,1.7832,1,36,28,0.4171,0.9,-0.49,0.83,-0.61,5e-4,0.41,1,75,77.8,0.27,0.39,1.7424,144394,11065176,80,0
323,1.7832,1,36,28,0.4171,0.93,-0.24,0.76,-0.7,5e-4,0.39,1,77.8,77.8,0.27,0.39,1.7424,147266,10707808,10,0
272,0.6408,1,36,20,0.3571,1.05,0.28,1.03,0.34,5e-4,0.27,1,52.8,64.4,0.34,0.47,0.6363,144744,10288511,10,0
158,0.5137,1,36,19,0.3559,0.98,-0.17,1,0.07,5e-4,0.38,1,61.1,64.4,0.35,0.46,0.5121,147564,10133119,10,0
52,0.0025,1,36,15,0.3617,1,0.01,1,0,4e-4,0.35,1,69.4,67.2,0.36,0.46,0.0121,148971,7639937,0,0
312,1.0321,1,36,23,0.367,0.84,-1.38,0.71,-1.23,5e-4,0.52,1,66.7,67.1,0.32,0.42,1.018,150948,10619402,80,0
83,0.6408,1,36,20,0.3571,1.27,1.91,1.32,1.82,5e-4,-0.07,1,50,64.4,0.34,0.52,0.6363,144206,7671911,10,0
353,0.0025,1,36,15,0.3617,0.97,-0.17,0.94,-0.24,4e-4,0.38,1,69.4,67.2,0.36,0.46,0.0121,152394,10905383,10,0
190,-3.4862,1,36,1,1.0252,0.93,0.23,0.41,-0.14,4e-4,0.3,1,97.2,97.2,0.14,0.16,-3.0103,144366,10165320,10,50
139,-0.1298,1,36,14,0.3658,1.2,1.73,1.24,1.64,4e-4,0.1,1,61.1,68.3,0.35,0.51,-0.1171,142908,9951857,10,82
290,0.1321,1,36,16,0.3588,0.99,-0.03,0.98,-0.11,4e-4,0.4,1,66.7,66.2,0.35,0.46,0.1389,146974,10397167,82,0
217,1.6156,1,36,27,0.402,1.02,0.21,0.95,-0.37,5e-4,0.31,1,75,75,0.28,0.43,1.5822,149697,10207392,80,0
179,-0.4054,1,36,12,0.3777,1.03,0.28,1.03,0.2,3e-4,0.32,1,66.7,71.1,0.35,0.45,-0.3858,149530,10149678,10,0
53,-2.7421,1,36,2,0.7424,0.9,-0.18,0.32,-0.6,3e-4,0.42,1,94.4,94.4,0.19,0.2,-2.5156,147543,7638116,10,0
265,1.3106,1,36,25,0.3804,0.86,-0.58,0.77,-0.52,5e-4,0.47,1,75,70.3,0.3,0.41,1.2883,143410,10279792,10,70
95,0.6408,1,36,20,0.3571,0.93,-0.58,0.89,-0.92,5e-4,0.44,1,61.1,64.4,0.34,0.45,0.6363,146190,7679688,10,0
220,-0.551,1,36,11,0.3859,1.1,0.64,1.09,0.57,3e-4,0.24,1,66.7,72.6,0.35,0.46,-0.5273,148968,10219056,80,0
35,-4.7243,-1,36,0,1.8388,1,0,1,0,-7e-4,0,1,100,100,0,0,-4.7243,145497,7620802,10,60
313,1.965,1,36,29,0.4364,1.03,0.28,1.18,0.72,5e-4,0.23,1,80.6,80.5,0.25,0.39,1.915,150126,10616063,90,0
168,1.965,1,36,29,0.4364,1.13,0.52,1.33,0.75,5e-4,-0.03,1,80.6,80.5,0.25,0.41,1.915,145157,10140646,82,10
24,0.8991,1,36,22,0.3625,0.82,-1.29,0.77,-1.44,5e-4,0.58,1,66.7,66,0.33,0.42,0.8885,148904,7617607,10,0
296,0.2601,1,36,17,0.3569,0.98,-0.12,1,0,4e-4,0.38,1,69.4,65.1,0.35,0.46,0.264,148751,10474056,10,0
100,-4.7243,-1,36,0,1.8388,1,0,1,0,-7e-4,0,1,100,100,0,0,-4.7243,146885,8506086,10,10
130,0.387,1,36,18,0.356,0.98,-0.18,0.93,-0.26,5e-4,0.39,1,72.2,64.6,0.35,0.46,0.3882,147564,9670467,10,0
93,-0.1298,1,36,14,0.3658,0.97,-0.17,0.97,-0.08,4e-4,0.39,1,72.2,68.3,0.35,0.46,-0.1171,143782,7683944,10,0
341,0.6408,1,36,20,0.3571,1.08,0.68,1.11,0.81,5e-4,0.23,1,63.9,64.4,0.34,0.48,0.6363,150832,10785426,50,0
398,1.1688,1,36,24,0.3729,1.01,0.13,1,0.11,5e-4,0.31,1,69.4,68.5,0.31,0.45,1.1509,146991,12658022,80,50
325,1.3106,1,36,25,0.3804,1.06,0.48,1,0.05,5e-4,0.25,1,66.7,70.3,0.3,0.45,1.2883,150966,10741763,10,0
277,0.6408,1,36,20,0.3571,1.11,0.98,1.18,1.08,5e-4,0.19,1,55.6,64.4,0.34,0.49,0.6363,145615,10290710,82,0
186,0.8991,1,36,22,0.3625,1.1,0.78,1.16,1.07,5e-4,0.21,1,61.1,66,0.33,0.48,0.8885,143671,10165320,10,0
334,1.0321,1,36,23,0.367,1,0.06,0.98,-0.11,5e-4,0.29,1,66.7,67.1,0.32,0.45,1.018,145820,10817077,10,0
41,2.993,1,36,33,0.736,1.11,0.42,1.65,0.9,3e-4,-0.02,1,94.4,94.4,0.17,0.2,5.4069,146549,7628846,10,70
454,2.1661,1,36,30,0.4614,1.05,0.29,1.02,0.2,4e-4,0.21,1,83.3,83.3,0.24,0.35,2.1039,145285,19364393,90,0
175,1.965,1,36,29,0.4364,0.9,-0.3,0.7,-0.85,5e-4,0.45,1,80.6,80.5,0.25,0.38,1.915,148206,10149678,82,50
443,1.0321,1,36,23,0.367,0.84,-1.24,0.76,-1.19,5e-4,0.51,1,66.7,67.1,0.32,0.42,1.018,146465,18017088,60,0
196,-4.7243,-1,36,0,1.8388,1,0,1,0,-7e-4,0,1,100,100,0,0,-4.7243,149700,10180877,10,60
141,0.6408,1,36,20,0.3571,1,0.01,1,0.07,5e-4,0.34,1,63.9,64.4,0.34,0.47,0.6363,146897,10003983,0,0
70,-0.7038,1,36,10,0.3961,1.08,0.43,1.01,0.11,3e-4,0.25,1,75,74.4,0.34,0.44,-0.6753,148963,7663935,80,0
347,0.6408,1,36,20,0.3571,1.15,1.4,1.15,1.34,5e-4,0.13,1,52.8,64.4,0.34,0.49,0.6363,144592,10926496,82,0
374,0.387,1,36,18,0.3559,0.88,-0.83,0.84,-1.06,5e-4,0.48,1,72.2,64.6,0.35,0.44,0.3882,151286,11611189,10,0
278,1.4589,1,36,26,0.39,1.03,0.31,1.03,0.27,5e-4,0.28,1,69.4,72.5,0.29,0.45,1.4316,144433,10292845,80,50
9,1.4589,1,36,26,0.39,1,0.08,0.93,-0.03,5e-4,0.28,1,80.6,72.5,0.29,0.39,1.4316,144658,7386389,82,0
135,1.6156,1,36,27,0.402,1.05,0.21,1.08,0.36,5e-4,0.18,1,69.4,75,0.28,0.45,1.5822,146462,9688358,80,0
181,-0.4054,1,36,12,0.3777,1.18,1.02,1.15,1.11,3e-4,0.16,1,63.9,71.1,0.35,0.46,-0.3858,148965,10151869,82,50
278,0.6408,1,36,20,0.3571,0.98,-0.09,0.99,0,5e-4,0.35,1,63.9,64.4,0.34,0.46,0.6363,143725,10288511,10,50
32,-0.1298,1,36,14,0.3658,0.87,-1.21,0.75,-1.44,4e-4,0.54,1,72.2,68.3,0.35,0.42,-0.1171,146418,7625219,10,20
309,1.0321,1,36,23,0.367,0.87,-1.19,0.74,-1.26,5e-4,0.51,1,72.2,67.1,0.32,0.42,1.018,150975,10641416,50,10
187,-3.4862,1,36,1,1.0252,0.93,0.06,0.33,-0.35,4e-4,0.41,1,97.2,97.2,0.19,0.16,-3.0103,147568,10169148,82,0
82,1.1688,1,36,24,0.3729,0.91,-0.85,0.94,0.15,5e-4,0.44,1,66.7,68.5,0.31,0.45,1.1509,145657,7675623,10,0
40,2.993,1,36,33,0.6133,0.94,0.07,0.74,-0.31,3e-4,0.29,1,91.7,91.7,0.19,0.28,2.8468,144658,7628676,80,80
402,0.8991,1,36,22,0.3625,0.96,-0.28,0.94,-0.33,5e-4,0.4,1,66.7,66,0.33,0.46,0.8885,144420,13174290,10,80
138,0.1321,1,36,16,0.3588,1.06,0.55,1.08,0.58,4e-4,0.28,1,61.1,66.2,0.35,0.48,0.1389,148937,9951857,10,0
435,2.6619,1,36,32,0.5421,0.89,-0.34,0.68,-0.56,4e-4,0.4,1,88.9,88.9,0.2,0.28,2.5575,148171,17067863,80,10
384,0.5137,1,36,19,0.356,0.99,-0.03,0.91,-0.42,5e-4,0.37,1,63.9,64.4,0.35,0.47,0.5121,147876,11870699,40,0
358,0.387,1,36,18,0.356,1.08,0.68,1.13,0.84,5e-4,0.22,1,66.7,64.6,0.35,0.48,0.3882,149036,11053011,0,0
382,0.5137,1,36,19,0.356,0.99,-0.04,0.91,-0.44,5e-4,0.41,1,63.9,64.4,0.35,0.46,0.5121,151870,11870699,0,0
399,-0.2654,1,36,13,0.371,0.94,-0.48,0.95,-0.17,4e-4,0.42,1,72.2,69.6,0.35,0.44,-0.2494,149998,12703729,10,0
31,-4.7243,-1,36,0,1.8388,1,0,1,0,-7e-4,0,1,100,100,0,0,-4.7243,146438,7625170,70,0
275,0.5137,1,36,19,0.3559,0.99,-0.04,0.85,-0.54,5e-4,0.42,1,63.9,64.4,0.35,0.45,0.5121,144694,10293272,10,0
318,1.6156,1,36,27,0.402,0.99,0.01,0.89,-0.53,5e-4,0.33,1,75,75,0.28,0.42,1.5822,144854,10628118,10,50
342,-0.2654,1,36,13,0.371,0.87,-1.21,0.76,-1.23,4e-4,0.52,1,72.2,69.6,0.35,0.42,-0.2494,151868,10801367,10,0
378,0.387,1,36,18,0.356,0.88,-0.89,0.87,-0.53,5e-4,0.45,1,69.4,64.6,0.35,0.45,0.3882,151286,11318074,0,80
379,-0.7038,1,36,10,0.3961,0.87,-0.81,0.77,-0.52,3e-4,0.45,1,80.6,74.4,0.34,0.38,-0.6753,145980,11611189,10,80
228,2.1661,1,36,30,0.4614,0.87,-0.34,0.71,-0.61,4e-4,0.4,1,83.3,83.3,0.24,0.35,2.1039,148206,10221727,82,0
354,0.2601,1,36,17,0.3569,1.23,2.65,1.3,2.43,4e-4,0.08,1,50,65.1,0.35,0.54,0.264,147035,10908439,10,0
415,-3.4862,1,36,1,1.0252,0.93,0.23,0.52,-0.28,4e-4,0.31,1,97.2,97.2,0.19,0.16,-3.0103,143813,15165582,10,90
425,-2.7421,1,36,2,0.7424,1.12,0.36,1.23,0.68,3e-4,0.17,1,94.4,94.4,0.17,0.2,-2.5156,143735,16877977,10,0
245,0.6408,1,36,20,0.3571,0.76,-1.82,0.7,-1.88,5e-4,0.67,1,80.6,64.4,0.34,0.4,0.6363,146364,10223940,82,0
260,1.6156,1,36,27,0.402,0.95,-0.19,0.98,-0.01,5e-4,0.34,1,75,75,0.28,0.42,1.5822,146831,10271333,10,0
316,1.0321,1,36,23,0.367,0.86,-1.15,0.83,-1.23,5e-4,0.52,1,72.2,67.1,0.32,0.43,1.018,146455,10606750,10,0
342,-0.2654,1,36,13,0.371,0.96,-0.26,0.98,-0.11,4e-4,0.41,1,72.2,69.6,0.35,0.44,-0.2494,145980,10809295,10,0
371,-0.4054,1,36,12,0.3777,1.32,1.67,1.47,1.83,3e-4,0.14,1,58.3,71.1,0.35,0.51,-0.3858,151275,11169133,10,0
6,-1.2267,1,36,7,0.4692,0.9,-0.49,0.7,-0.7,2e-4,0.45,1,83.3,83.3,0.31,0.34,-1.3731,147546,6706185,10,0
51,2.993,0,36,33,1.8388,1.02,0.15,0.87,0.01,-7e-4,0,1,100,100,0,0,5.4069,144961,7642938,82,50
44,2.993,1,36,36,0.6133,1.02,0.16,1,0.05,3e-4,0,1,91.7,91.7,0.17,0.28,2.8468,146357,7636350,10,0
441,-4.7243,-1,36,0,1.8388,1,0,1.05,0.41,-7e-4,0,1,100,100,0,0,-4.7243,150008,18017088,90,70
236,-1.9456,1,36,4,0.5497,0.86,-0.58,0.52,-0.91,2e-4,0.5,1,88.9,88.9,0.29,0.29,-1.8432,150701,10223819,0,0
8,-0.8655,1,36,9,0.4087,1.36,1.67,1.36,1.89,3e-4,-0.16,1,58.3,76.2,0.33,0.51,-0.8314,148099,7335369,10,0
18,0.5137,1,36,19,0.356,1.07,0.63,1.1,0.68,5e-4,0.26,1,63.9,64.4,0.35,0.48,0.5121,146878,7609264,10,0
186,-3.4862,1,36,1,1.0252,0.93,0.06,0.33,-0.53,4e-4,0.37,1,97.2,97.2,0.19,0.16,-3.0103,148872,10167633,10,0
70,-0.4054,1,36,12,0.3777,1.06,0.48,1.24,1.06,3e-4,0.24,1,69.4,71.1,0.35,0.44,-0.3858,147152,7664044,82,50
106,1.4589,1,36,26,0.39,0.99,0.06,0.89,-0.5,5e-4,0.36,1,75,72.5,0.29,0.42,1.4316,147852,9191453,10,0
215,-4.7243,-1,36,0,1.8388,1,0,1,0,-7e-4,0,1,100,100,0,0,-4.7243,147051,10210210,43,40
332,1.4589,1,36,26,0.39,0.88,-0.64,0.75,-0.88,5e-4,0.48,1,75,72.5,0.29,0.4,1.4316,150359,10793917,80,0
453,-3.4862,1,36,1,1.0252,0.98,0.11,0.44,-0.53,4e-4,0.24,1,97.2,97.2,0.19,0.16,-3.0103,151229,19897448,40,0
52,0.1321,1,36,16,0.3588,0.99,-0.09,0.95,-0.24,4e-4,0.37,1,61.1,66.2,0.35,0.46,0.1389,148971,7638116,0,0
131,0.387,1,36,18,0.3559,1.09,0.87,1.08,0.54,5e-4,0.23,1,61.1,64.6,0.35,0.49,0.3882,143273,9629653,0,0
144,0.1321,1,36,16,0.3588,1.21,1.6,1.3,1.89,4e-4,0.09,1,58.3,66.2,0.35,0.51,0.1389,143421,10051031,82,0
183,-4.7243,-1,36,0,1.8357,1,0,1,0,4e-4,0,1,100,100,0,0,-4.7243,144950,10169474,10,0
88,-0.1298,1,36,14,0.3658,1.03,0.37,1.02,0.18,4e-4,0.34,1,61.1,68.3,0.35,0.46,-0.1171,146897,7686919,0,0
139,0.387,1,36,18,0.356,0.92,-0.59,0.89,-0.68,5e-4,0.41,1,63.9,64.6,0.35,0.45,0.3882,146399,9842349,0,50
